"institution","period","euro","doi","is_hybrid","publisher","journal_full_title","issn","issn_print","issn_electronic","license_ref","indexed_in_crossref","pmid","pmcid","ut","url","doaj"
"Wageningen University",2015,NA,"10.1007/s11698-015-0128-z",TRUE,"Springer Nature","Cliometrica","1863-2505","1863-2505","1863-2513","http://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE
"Radboud University Medical Center",2015,NA,"10.1007/s00192-015-2695-8",TRUE,"Springer Nature","International Urogynecology Journal","0937-3462","0937-3462","1433-3023",NA,TRUE,"25966804","PMC4611001",NA,NA,FALSE
"Wageningen University",2015,NA,"10.1007/s12263-015-0469-z",TRUE,"Springer Nature","Genes & Nutrition","1555-8932","1555-8932","1865-3499",NA,TRUE,"26022682","PMC4447677",NA,NA,TRUE
"Delft University of Technology",2015,NA,"10.1007/s00348-015-1977-8",TRUE,"Springer Nature","Experiments in Fluids","0723-4864","0723-4864","1432-1114",NA,TRUE,NA,NA,NA,NA,FALSE
"VU University Amsterdam",2015,NA,"10.1007/s10964-015-0289-x",TRUE,"Springer Nature","Journal of Youth and Adolescence","0047-2891","0047-2891","1573-6601",NA,TRUE,"25956290","PMC4457908",NA,NA,FALSE
"University of Twente",2015,NA,"10.1007/s00339-015-9212-2",TRUE,"Springer Nature","Applied Physics A","0947-8396","0947-8396","1432-0630",NA,TRUE,NA,NA,NA,NA,FALSE
"VU University Amsterdam",2015,NA,"10.1007/s11145-015-9568-x",TRUE,"Springer Nature","Reading and Writing","0922-4777","0922-4777","1573-0905",NA,TRUE,"26321793","PMC4549376",NA,NA,FALSE
"Utrecht University",2015,NA,"10.1007/s11205-015-0987-5",TRUE,"Springer Nature","Social Indicators Research","0303-8300","0303-8300","1573-0921","http://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE
"Utrecht University",2015,NA,"10.1007/s40266-015-0270-0",TRUE,"Springer Nature","Drugs & Aging","1170-229X","1170-229X","1179-1969",NA,TRUE,"26025118","PMC4469772",NA,NA,FALSE
"Radboud University Medical Center",2015,NA,"10.1007/s00418-015-1326-2",TRUE,"Springer Nature","Histochemistry and Cell Biology","0948-6143","0948-6143","1432-119X",NA,TRUE,"25952155","PMC4522275",NA,NA,FALSE
"Leiden University",2015,NA,"10.1007/s00586-015-3991-1",TRUE,"Springer Nature","European Spine Journal","0940-6719","0940-6719","1432-0932",NA,TRUE,"25962812",NA,NA,NA,FALSE
"University of Groningen",2015,NA,"10.1007/s00210-015-1128-z",TRUE,"Springer Nature","Naunyn-Schmiedeberg's Archives of Pharmacology","0028-1298","0028-1298","1432-1912",NA,TRUE,"25956403","PMC4475246",NA,NA,FALSE
"University of Twente",2015,NA,"10.1007/s11249-015-0536-z",TRUE,"Springer Nature","Tribology Letters","1023-8883","1023-8883","1573-2711",NA,TRUE,NA,NA,NA,NA,FALSE
"Academic Medical Center (AMC)",2015,NA,"10.1007/s11019-015-9642-9",TRUE,"Springer Nature","Medicine, Health Care and Philosophy","1386-7423","1386-7423","1572-8633",NA,TRUE,"25944316","PMC4805712",NA,NA,FALSE
"Wageningen University",2015,NA,"10.1007/s11248-015-9878-4",TRUE,"Springer Nature","Transgenic Research","0962-8819","0962-8819","1573-9368",NA,TRUE,"25947088","PMC4569668",NA,NA,FALSE
"University of Amsterdam",2015,NA,"10.1007/s00216-015-8755-6",TRUE,"Springer Nature","Analytical and Bioanalytical Chemistry","1618-2642","1618-2642","1618-2650",NA,TRUE,"26018628","PMC4498245",NA,NA,FALSE
"Wageningen University",2015,NA,"10.1007/s10040-015-1264-z",TRUE,"Springer Nature","Hydrogeology Journal","1431-2174","1431-2174","1435-0157",NA,TRUE,NA,NA,NA,NA,FALSE
"University of Amsterdam",2015,NA,"10.1007/s11019-015-9646-5",TRUE,"Springer Nature","Medicine, Health Care and Philosophy","1386-7423","1386-7423","1572-8633",NA,TRUE,"25971689","PMC4805723",NA,NA,FALSE
"University of Amsterdam",2015,NA,"10.1007/s11134-015-9447-9",TRUE,"Springer Nature","Queueing Systems","0257-0130","0257-0130","1572-9443",NA,TRUE,NA,NA,NA,NA,FALSE
"Erasmus MC",2015,NA,"10.1007/s00439-015-1567-0",TRUE,"Springer Nature","Human Genetics","0340-6717","0340-6717","1432-1203",NA,TRUE,"26017485","PMC4495250",NA,NA,FALSE
