"Institution";"DOI";"is_hybrid";"period"
"Erasmus University";"10.1007/s12134-015-0438-9";TRUE;2015
"Radboud University Medical Center";"10.1007/s00428-015-1789-5";TRUE;2015
"Erasmus University";"10.3758/s13423-015-0864-x";TRUE;2015
"Maastricht University Medical Center (UMC+)";"10.1007/s00360-015-0917-5";TRUE;2015
"Leiden University Medical Center (LUMC)";"10.1007/s00296-015-3311-4";TRUE;2015
"Erasmus University";"10.1007/s10648-015-9316-4";TRUE;2015
"Maastricht University Medical Center (UMC+)";"10.1007/s00167-015-3661-1";TRUE;2015
"VU University Amsterdam";"10.1007/s00221-015-4360-3";TRUE;2015
"Fungal Biodiversity Center (CBS)";"10.1007/s11046-015-9910-5";TRUE;2015
"Erasmus MC";"10.1007/s10549-015-3452-x";TRUE;2015
"Leiden University";"10.1007/s40265-015-0417-7";TRUE;2015
"Utrecht University";"10.3758/s13428-015-0607-y";TRUE;2015
"Eindhoven University of Technology";"10.1007/s10237-015-0686-9";TRUE;2015
"Erasmus MC";"10.1007/s40273-015-0309-4";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s00192-015-2697-6";TRUE;2015
"Leiden University";"10.1007/s00467-015-3120-8";TRUE;2015
"University of Groningen";"10.1007/s11136-015-1018-3";TRUE;2015
"Leiden University";"10.3758/s13428-015-0594-z";TRUE;2015
"VU University Amsterdam";"10.1007/s12369-015-0301-3";TRUE;2015
"Leiden University";"10.1007/s11841-015-0474-0";TRUE;2015
"Delft University of Technology";"10.1007/s00158-015-1267-3";TRUE;2015
"VU University Amsterdam";"10.1007/s00355-015-0899-y";TRUE;2015
"Maastricht University";"10.1007/s10838-015-9296-6";TRUE;2015
"Maastricht University";"10.1007/s11747-015-0446-5";TRUE;2015
"University Medical Center Utrecht";"10.1007/s00270-015-1146-8";TRUE;2015
"Leiden University";"10.1007/s11916-015-0514-z";TRUE;2015
"Wageningen University";"10.1007/s10457-015-9819-5";TRUE;2015
"Radboud University";"10.1007/s13157-015-0665-z";TRUE;2015
"Utrecht University";"10.1007/s11065-015-9288-7";TRUE;2015
"University Medical Center Groningen (UMCG)";"10.1007/s00405-015-3663-0";TRUE;2015
"Leiden University";"10.1007/s00262-015-1729-x";TRUE;2015
"Maastricht University";"10.1007/s00213-015-3979-x";TRUE;2015
"University Medical Center Groningen (UMCG)";"10.1007/s00421-015-3194-9";TRUE;2015
"VU University Medical Center (VUmc)";"10.1007/s12020-015-0639-1";TRUE;2015
"Leiden University";"10.1007/s00520-015-2781-y";TRUE;2015
"University of Amsterdam";"10.3758/s13415-015-0367-2";TRUE;2015
"Delft University of Technology";"10.1007/s11266-015-9600-4";TRUE;2015
"University Medical Center Groningen (UMCG)";"10.1007/s00392-015-0881-9";TRUE;2015
"University of Twente";"10.1007/s10956-015-9573-5";TRUE;2015
"VU University Amsterdam";"10.1007/s10484-015-9293-x";TRUE;2015
"Netherlands Institute of Ecology";"10.1007/s11103-015-0337-7";TRUE;2015
"Tilburg University";"10.1007/s10926-015-9586-1";TRUE;2015
"Radboud University Medical Center";"10.1007/s00204-015-1520-y";TRUE;2015
"University of Amsterdam";"10.1007/s00799-015-0153-3";TRUE;2015
"Utrecht University";"10.1007/s10955-015-1281-2";TRUE;2015
"Utrecht University";"10.1007/s00441-015-2213-9";TRUE;2015
"Radboud University Medical Center";"10.1007/s00192-015-2743-4";TRUE;2015
"Eindhoven University of Technology";"10.1007/s11219-015-9280-8";TRUE;2015
"VU University Medical Center (VUmc)";"10.1007/s11695-015-1769-5";TRUE;2015
"VU University Amsterdam";"10.1007/s10519-015-9725-7";TRUE;2015
"University Medical Center Utrecht";"10.1007/s10549-015-3447-7";TRUE;2015
"Radboud University";"10.1007/s00213-015-3986-y";TRUE;2015
"VU University Medical Center (VUmc)";"10.1007/s00405-015-3680-z";TRUE;2015
"Erasmus MC";"10.1007/s12311-015-0681-9";TRUE;2015
"Academic Medical Center (AMC)";"10.1245/s10434-015-4676-z";TRUE;2015
"VU University Medical Center (VUmc)";"10.1007/s10926-015-9588-z";TRUE;2015
"Eindhoven University of Technology";"10.1007/s10806-015-9550-2";TRUE;2015
"VU University Amsterdam";"10.1007/s11136-015-1032-5";TRUE;2015
"Leiden University";"10.1007/s10549-015-3444-x";TRUE;2015
"Maastricht University";"10.1007/s12072-015-9640-2";TRUE;2015
"Erasmus University";"10.1007/s10198-015-0701-1";TRUE;2015
"Delft University of Technology";"10.1007/s40194-015-0250-3";TRUE;2015
"Utrecht University";"10.1007/s10236-015-0844-8";TRUE;2015
"VU University Medical Center (VUmc)";"10.1007/s00330-015-3834-9";TRUE;2015
"University of Groningen";"10.1007/s00330-015-3794-0";TRUE;2015
"Tilburg University";"10.1007/s10609-015-9257-0";TRUE;2015
"Fungal Biodiversity Center (CBS)";"10.1007/s12281-015-0225-2";TRUE;2015
"Delft University of Technology";"10.1007/s00348-015-2004-9";TRUE;2015
