"Institution";"DOI";"is_hybrid";"period"
"Eindhoven University of Technology";"10.1007/s00158-016-1397-2";TRUE;2016
"Eindhoven University of Technology";"10.1007/s11998-016-9783-7";TRUE;2016
"Delft University of Technology";"10.1007/s11998-016-9784-6";TRUE;2016
"Radboud University";"10.1007/s00415-016-8042-2";TRUE;2016
"University Medical Center Groningen (UMCG)";"10.1007/s12028-016-0248-8";TRUE;2016
"Academic Medical Center (AMC)";"10.1007/s00330-016-4251-4";TRUE;2016
"Delft University of Technology";"10.1007/s10798-016-9357-0";TRUE;2016
"Erasmus University";"10.1007/s13194-015-0135-8";TRUE;2016
"University of Groningen";"10.1007/s40901-016-0020-9";TRUE;2016
"University of Groningen";"10.1007/s10964-016-0461-y";TRUE;2016
"Maastricht University Medical Center (UMC+)";"10.1007/s11517-016-1479-8";TRUE;2016
"Tilburg University";"10.1007/s00148-016-0593-0";TRUE;2016
"University of Groningen";"10.1007/s11096-016-0281-x";TRUE;2016
"Radboud University Medical Center";"10.1007/s40264-016-0420-2";TRUE;2016
"VU University Medical Center (VUmc)";"10.1007/s10519-016-9787-1";TRUE;2016
"Radboud University";"10.1007/s11881-016-0129-z";TRUE;2016
"Maastricht University";"10.1007/s12072-016-9723-8";TRUE;2016
"University of Twente";"10.1007/s11244-016-0556-4";TRUE;2016
"Radboud University Medical Center";"10.1007/s40265-016-0564-5";TRUE;2016
"University of Amsterdam";"10.1007/s10485-016-9434-2";TRUE;2016
"University of Amsterdam";"10.1007/s11336-016-9497-x";TRUE;2016
"University Medical Center Groningen (UMCG)";"10.1245/s10434-016-5194-3";TRUE;2016
"University of Groningen";"10.1007/s11061-016-9481-9";TRUE;2016
"Wageningen University";"10.1007/s10113-016-0940-4";TRUE;2016
"Eindhoven University of Technology";"10.1007/s10676-016-9396-y";TRUE;2016
"Eindhoven University of Technology";"10.1007/s00454-016-9777-3";TRUE;2016
"Utrecht University";"10.1007/s00766-016-0250-x";TRUE;2016
"Utrecht University";"10.1007/s10040-016-1380-4";TRUE;2016
"Eindhoven University of Technology";"10.1007/s10703-016-0246-7";TRUE;2016
"Delft University of Technology";"10.1007/s10237-016-0784-3";TRUE;2016
"University of Groningen";"10.1007/s11837-016-1888-z";TRUE;2016
"Maastricht University";"10.1007/s10964-016-0471-9";TRUE;2016
"Leiden University";"10.1007/s12526-016-0472-7";TRUE;2016
"Wageningen University";"10.1007/s10113-016-0957-8";TRUE;2016
"University Medical Center Groningen (UMCG)";"10.1007/s10029-016-1483-9";TRUE;2016
"Leiden University Medical Center (LUMC)";"10.1007/s00586-016-4502-8";TRUE;2016
"Erasmus University";"10.1007/s13347-016-0216-4";TRUE;2016
"Maastricht University";"10.1007/s13347-016-0215-5";TRUE;2016
"University Medical Center Utrecht";"10.1007/s40521-016-0080-6";TRUE;2016
"Academic Medical Center (AMC)";"10.1007/s10897-016-9948-7";TRUE;2016
"Erasmus MC";"10.1007/s11136-016-1277-7";TRUE;2016
"Erasmus MC";"10.1007/s00134-016-4337-0";TRUE;2016
"Erasmus MC";"10.1007/s00431-016-2715-9";TRUE;2016
"University of Groningen";"10.1007/s00253-016-7476-x";TRUE;2016
"University of Amsterdam";"10.1007/s11147-016-9122-2";TRUE;2016
