pos;institution_name;journal_title;eissn;doi;url;accepted;par_fee;initial_opt-out
2;Friedrich-Alexander-Universität Erlangen-Nürnberg;ADVANCED ENGINEERING MATERIALS;1527-2648;10.1002/adem.202101768;https://doi.org/10.1002/adem.202101768;09.03.2022;2750;optin
3;Friedrich-Alexander-Universität Erlangen-Nürnberg;MACROMOLECULAR BIOSCIENCE;1616-5195;10.1002/mabi.202200113;https://doi.org/10.1002/mabi.202200113;01.06.2022;2750;optin
4;Friedrich-Alexander-Universität Erlangen-Nürnberg;ANGEWANDTE CHEMIE INTERNATIONAL EDITION;1521-3773;10.1002/anie.202200511;https://doi.org/10.1002/anie.202200511;01.02.2022;2750;optin
5;Friedrich-Alexander-Universität Erlangen-Nürnberg;XENOTRANSPLANTATION;1399-3089;10.1111/xen.12781;https://doi.org/10.1111/xen.12781;31.08.2022;2750;optin
6;Friedrich-Alexander-Universität Erlangen-Nürnberg;ADVANCED MATERIALS;1521-4095;10.1002/adma.202206593;https://doi.org/10.1002/adma.202206593;12.10.2022;2750;optin
7;Friedrich-Alexander-Universität Erlangen-Nürnberg;ANGEWANDTE CHEMIE INTERNATIONAL EDITION;1521-3773;10.1002/anie.202201882;https://doi.org/10.1002/anie.202201882;09.02.2022;2750;optin
8;Friedrich-Alexander-Universität Erlangen-Nürnberg;HIPPOCAMPUS;1098-1063;10.1002/hipo.23415;https://doi.org/10.1002/hipo.23415;10.03.2022;2750;optin
9;Friedrich-Alexander-Universität Erlangen-Nürnberg;SMALL METHODS;2366-9608;10.1002/smtd.202101546;https://doi.org/10.1002/smtd.202101546;17.02.2022;2750;optin
10;Friedrich-Alexander-Universität Erlangen-Nürnberg;SOLAR RRL;2367-198X;10.1002/solr.202101026;https://doi.org/10.1002/solr.202101026;20.01.2022;2750;optin
11;Friedrich-Alexander-Universität Erlangen-Nürnberg;CHEMCATCHEM;1867-3899;10.1002/cctc.202200371;https://doi.org/10.1002/cctc.202200371;23.06.2022;2750;optin
12;Friedrich-Alexander-Universität Erlangen-Nürnberg;ANGEWANDTE CHEMIE INTERNATIONAL EDITION;1521-3773;10.1002/anie.202212463;https://doi.org/10.1002/anie.202212463;23.11.2022;2750;optin
13;Friedrich-Alexander-Universität Erlangen-Nürnberg;CHEMCATCHEM;1867-3899;10.1002/cctc.202201052;https://doi.org/10.1002/cctc.202201052;16.10.2022;2750;optin
14;Friedrich-Alexander-Universität Erlangen-Nürnberg;CHEMISTRY - A EUROPEAN JOURNAL;1521-3765;10.1002/chem.202200100;https://doi.org/10.1002/chem.202200100;15.02.2022;2750;optin
15;Friedrich-Alexander-Universität Erlangen-Nürnberg;SOLAR RRL;2367-198X;10.1002/solr.202200378;https://doi.org/10.1002/solr.202200378;22.05.2022;2750;optin
16;Friedrich-Alexander-Universität Erlangen-Nürnberg;INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN ENGINEERING;1097-0207;10.1002/nme.6975;https://doi.org/10.1002/nme.6975;19.03.2022;2750;optin
17;Friedrich-Alexander-Universität Erlangen-Nürnberg;PHILOSOPHICAL INVESTIGATIONS;1467-9205;10.1111/phin.12362;https://doi.org/10.1111/phin.12362;06.06.2022;2750;optin
18;Friedrich-Alexander-Universität Erlangen-Nürnberg;CHEMISTRY - A EUROPEAN JOURNAL;1521-3765;10.1002/chem.202104420;https://doi.org/10.1002/chem.202104420;21.03.2022;2750;optin
19;Friedrich-Alexander-Universität Erlangen-Nürnberg;PROCEEDINGS IN APPLIED MATHEMATICS & MECHANICS;1617-7061;10.1002/pamm.202200245;https://doi.org/10.1002/pamm.202200245;01.11.2022;2750;optin
20;Friedrich-Alexander-Universität Erlangen-Nürnberg;PROCEEDINGS IN APPLIED MATHEMATICS & MECHANICS;1617-7061;10.1002/pamm.202200036;https://doi.org/10.1002/pamm.202200036;10.11.2022;2750;optin
21;Friedrich-Alexander-Universität Erlangen-Nürnberg;THE EMBO JOURNAL;1460-2075;10.15252/embj.2021110409;https://doi.org/10.15252/embj.2021110409;29.03.2022;2750;optin
23;Friedrich-Alexander-Universität Erlangen-Nürnberg;ADVANCED FUNCTIONAL MATERIALS;1616-3028;10.1002/adfm.202205730;https://doi.org/10.1002/adfm.202205730;16.06.2022;2750;optin
24;Friedrich-Alexander-Universität Erlangen-Nürnberg;JOURNAL OF CELLULAR BIOCHEMISTRY;1097-4644;10.1002/jcb.30248;https://doi.org/10.1002/jcb.30248;17.03.2022;2750;optin
25;Friedrich-Alexander-Universität Erlangen-Nürnberg;JOURNAL OF MICROSCOPY;1365-2818;10.1111/jmi.13125;https://doi.org/10.1111/jmi.13125;21.05.2022;2750;optin
26;Friedrich-Alexander-Universität Erlangen-Nürnberg;CHEMELECTROCHEM;2196-0216;10.1002/celc.202200706;https://doi.org/10.1002/celc.202200706;21.08.2022;2750;optin
28;Friedrich-Alexander-Universität Erlangen-Nürnberg;ANGEWANDTE CHEMIE INTERNATIONAL EDITION;1521-3773;10.1002/anie.202117455;https://doi.org/10.1002/anie.202117455;06.02.2022;2750;optin
29;Friedrich-Alexander-Universität Erlangen-Nürnberg;SMALL;1613-6829;10.1002/smll.202107511;https://doi.org/10.1002/smll.202107511;13.01.2022;2750;optin
30;Friedrich-Alexander-Universität Erlangen-Nürnberg;MOLECULAR MICROBIOLOGY;1365-2958;10.1111/mmi.15002;https://doi.org/10.1111/mmi.15002;06.11.2022;2750;optin
31;Friedrich-Alexander-Universität Erlangen-Nürnberg;ADVANCED ENGINEERING MATERIALS;1527-2648;10.1002/adem.202200609;https://doi.org/10.1002/adem.202200609;01.08.2022;2750;optin
32;Friedrich-Alexander-Universität Erlangen-Nürnberg;JOURNAL OF RISK AND INSURANCE;1539-6975;10.1111/jori.12381;https://doi.org/10.1111/jori.12381;06.04.2022;2750;optin
33;Friedrich-Alexander-Universität Erlangen-Nürnberg;MEDICAL PHYSICS;2473-4209;10.1002/mp.16119;https://doi.org/10.1002/mp.16119;20.10.2022;2750;optin
34;Friedrich-Alexander-Universität Erlangen-Nürnberg;MEDICAL PHYSICS;2473-4209;10.1002/mp.15863;https://doi.org/10.1002/mp.15863;27.06.2022;2750;optin
35;Friedrich-Alexander-Universität Erlangen-Nürnberg;MAGNETIC RESONANCE IN MEDICINE;1522-2594;10.1002/mrm.29380;https://doi.org/10.1002/mrm.29380;14.06.2022;2750;optin
36;Friedrich-Alexander-Universität Erlangen-Nürnberg;CLINICAL PHARMACOLOGY & THERAPEUTICS;1532-6535;10.1002/cpt.2813;https://doi.org/10.1002/cpt.2813;22.11.2022;2750;optin
37;Friedrich-Alexander-Universität Erlangen-Nürnberg;ADVANCED ENGINEERING MATERIALS;1527-2648;10.1002/adem.202201025;https://doi.org/10.1002/adem.202201025;31.08.2022;2750;optin
38;Friedrich-Alexander-Universität Erlangen-Nürnberg;ADVANCED ENERGY MATERIALS;1614-6840;10.1002/aenm.202203313;https://doi.org/10.1002/aenm.202203313;22.11.2022;2750;optin
39;Friedrich-Alexander-Universität Erlangen-Nürnberg;ADVANCED MATERIALS INTERFACES;2196-7350;10.1002/admi.202201196;https://doi.org/10.1002/admi.202201196;06.09.2022;2750;optin
41;Friedrich-Alexander-Universität Erlangen-Nürnberg;ADVANCED FUNCTIONAL MATERIALS;1616-3028;10.1002/adfm.202112260;https://doi.org/10.1002/adfm.202112260;26.01.2022;2750;optin
42;Friedrich-Alexander-Universität Erlangen-Nürnberg;NETWORKS;1097-0037;10.1002/net.22117;https://doi.org/10.1002/net.22117;24.06.2022;2750;optin
43;Friedrich-Alexander-Universität Erlangen-Nürnberg;CHEMISTRY & BIODIVERSITY;1612-1880;10.1002/cbdv.202200411;https://doi.org/10.1002/cbdv.202200411;05.09.2022;2750;optin
44;Friedrich-Alexander-Universität Erlangen-Nürnberg;GEOCHEMISTRY, GEOPHYSICS, GEOSYSTEMS;1525-2027;10.1029/2021GC010066;https://doi.org/10.1029/2021GC010066;01.02.2022;2750;optin
45;Friedrich-Alexander-Universität Erlangen-Nürnberg;JOURNAL OF APPLIED CRYSTALLOGRAPHY;1600-5767;10.1107/S1600576722001261;https://doi.org/10.1107/S1600576722001261;01.02.2022;2750;optin
46;Friedrich-Alexander-Universität Erlangen-Nürnberg;CHEMSUSCHEM;1864-564X;10.1002/cssc.202201483;https://doi.org/10.1002/cssc.202201483;03.10.2022;2750;optin
47;Friedrich-Alexander-Universität Erlangen-Nürnberg;CHEMSUSCHEM;1864-564X;10.1002/cssc.202200958;https://doi.org/10.1002/cssc.202200958;26.06.2022;2750;optin
48;Friedrich-Alexander-Universität Erlangen-Nürnberg;JOURNAL OF THE AMERICAN CERAMIC SOCIETY;1551-2916;10.1111/jace.18655;https://doi.org/10.1111/jace.18655;23.06.2022;2750;optin
49;Friedrich-Alexander-Universität Erlangen-Nürnberg;PHYSIK IN UNSERER ZEIT;1521-3943;10.1002/piuz.202201663;https://doi.org/10.1002/piuz.202201663;22.11.2022;2750;optin
50;Friedrich-Alexander-Universität Erlangen-Nürnberg;ENERGY TECHNOLOGY;2194-4296;10.1002/ente.202200343;https://doi.org/10.1002/ente.202200343;09.06.2022;2750;optin
51;Friedrich-Alexander-Universität Erlangen-Nürnberg;CONTACT DERMATITIS;1600-0536;10.1111/cod.14059;https://doi.org/10.1111/cod.14059;25.01.2022;2750;optin
52;Friedrich-Alexander-Universität Erlangen-Nürnberg;JOURNAL OF BONE AND MINERAL RESEARCH;1523-4681;10.1002/jbmr.4683;https://doi.org/10.1002/jbmr.4683;13.08.2022;2750;optin
53;Friedrich-Alexander-Universität Erlangen-Nürnberg;GLOBAL CHANGE BIOLOGY;1365-2486;10.1111/gcb.16230;https://doi.org/10.1111/gcb.16230;04.04.2022;2750;optin
54;Friedrich-Alexander-Universität Erlangen-Nürnberg;CHEMISTRY - A EUROPEAN JOURNAL;1521-3765;10.1002/chem.202103891;https://doi.org/10.1002/chem.202103891;18.01.2022;2750;optin
55;Friedrich-Alexander-Universität Erlangen-Nürnberg;ADVANCED FUNCTIONAL MATERIALS;1616-3028;10.1002/adfm.202207101;https://doi.org/10.1002/adfm.202207101;28.07.2022;2750;optin
56;Friedrich-Alexander-Universität Erlangen-Nürnberg;PHYSICA STATUS SOLIDI (B) BASIC SOLID STATE PHYSICS;1521-3951;10.1002/pssb.202200094;https://doi.org/10.1002/pssb.202200094;11.05.2022;2750;optin
57;Friedrich-Alexander-Universität Erlangen-Nürnberg;MEDICAL PHYSICS;2473-4209;10.1002/mp.15617;https://doi.org/10.1002/mp.15617;05.03.2022;2750;optin
58;Friedrich-Alexander-Universität Erlangen-Nürnberg;POLYMER ENGINEERING & SCIENCE;1548-2634;10.1002/pen.25926;https://doi.org/10.1002/pen.25926;27.01.2022;2750;optin
60;Friedrich-Alexander-Universität Erlangen-Nürnberg;INDOOR AIR;1600-0668;10.1111/ina.13014;https://doi.org/10.1111/ina.13014;24.02.2022;2750;optin
61;Friedrich-Alexander-Universität Erlangen-Nürnberg;ZEITSCHRIFT FUR ANORGANISCHE UND ALLGEMEINE CHEMIE;1521-3749;10.1002/zaac.202200035;https://doi.org/10.1002/zaac.202200035;22.02.2022;2750;optin
62;Friedrich-Alexander-Universität Erlangen-Nürnberg;CHEMPHYSCHEM;1439-7641;10.1002/cphc.202200391;https://doi.org/10.1002/cphc.202200391;24.09.2022;2750;optin
63;Friedrich-Alexander-Universität Erlangen-Nürnberg;CHEMIE INGENIEUR TECHNIK;1522-2640;10.1002/cite.202200139;https://doi.org/10.1002/cite.202200139;11.10.2022;2750;optin
64;Friedrich-Alexander-Universität Erlangen-Nürnberg;CREATIVITY AND INNOVATION MANAGEMENT;1467-8691;10.1111/caim.12520;https://doi.org/10.1111/caim.12520;31.08.2022;2750;optin
65;Friedrich-Alexander-Universität Erlangen-Nürnberg;THE JOURNAL OF INDUSTRIAL ECONOMICS;1467-6451;10.1111/joie.12311;https://doi.org/10.1111/joie.12311;30.11.2022;2750;optin
66;Friedrich-Alexander-Universität Erlangen-Nürnberg;ANGEWANDTE CHEMIE;1521-3757;10.1002/ange.202202866;https://doi.org/10.1002/ange.202202866;03.05.2022;1375;optin
67;Friedrich-Alexander-Universität Erlangen-Nürnberg;CHEMIE INGENIEUR TECHNIK;1522-2640;10.1002/cite.202200159;https://doi.org/10.1002/cite.202200159;30.11.2022;2750;optin
68;Friedrich-Alexander-Universität Erlangen-Nürnberg;INTERNATIONAL JOURNAL OF QUANTUM CHEMISTRY;1097-461X;10.1002/qua.26889;https://doi.org/10.1002/qua.26889;12.01.2022;2750;optin
69;Friedrich-Alexander-Universität Erlangen-Nürnberg;CHEMICAL ENGINEERING & TECHNOLOGY;1521-4125;10.1002/ceat.202200070;https://doi.org/10.1002/ceat.202200070;20.06.2022;2750;optin
70;Friedrich-Alexander-Universität Erlangen-Nürnberg;ANGEWANDTE CHEMIE INTERNATIONAL EDITION;1521-3773;10.1002/anie.202210855;https://doi.org/10.1002/anie.202210855;29.08.2022;2750;optin
71;Friedrich-Alexander-Universität Erlangen-Nürnberg;ADVANCED MATERIALS INTERFACES;2196-7350;10.1002/admi.202200425;https://doi.org/10.1002/admi.202200425;20.03.2022;2750;optin
72;Friedrich-Alexander-Universität Erlangen-Nürnberg;ADVANCED OPTICAL MATERIALS;2195-1071;10.1002/adom.202200237;https://doi.org/10.1002/adom.202200237;06.03.2022;2750;optin
73;Friedrich-Alexander-Universität Erlangen-Nürnberg;JOURNAL OF INTEGRATIVE PLANT BIOLOGY;1744-7909;10.1111/jipb.13320;https://doi.org/10.1111/jipb.13320;26.06.2022;2750;optin
74;Friedrich-Alexander-Universität Erlangen-Nürnberg;ADVANCED OPTICAL MATERIALS;2195-1071;10.1002/adom.202102520;https://doi.org/10.1002/adom.202102520;16.01.2022;2750;optin
75;Friedrich-Alexander-Universität Erlangen-Nürnberg;MACROMOLECULAR BIOSCIENCE;1616-5195;10.1002/mabi.202200005;https://doi.org/10.1002/mabi.202200005;20.04.2022;2750;optin
76;Friedrich-Alexander-Universität Erlangen-Nürnberg;ADVANCED ENGINEERING MATERIALS;1527-2648;10.1002/adem.202101797;https://doi.org/10.1002/adem.202101797;13.04.2022;2750;optin
77;Friedrich-Alexander-Universität Erlangen-Nürnberg;BUSINESS STRATEGY AND THE ENVIRONMENT;1099-0836;10.1002/bse.3236;https://doi.org/10.1002/bse.3236;01.08.2022;2750;optin
78;Friedrich-Alexander-Universität Erlangen-Nürnberg;NUMERICAL LINEAR ALGEBRA WITH APPLICATIONS;1099-1506;10.1002/nla.2484;https://doi.org/10.1002/nla.2484;27.11.2022;2750;optin
79;Friedrich-Alexander-Universität Erlangen-Nürnberg;ADVANCED ENGINEERING MATERIALS;1527-2648;10.1002/adem.202201652;https://doi.org/10.1002/adem.202201652;29.12.2022;2750;optin
80;Friedrich-Alexander-Universität Erlangen-Nürnberg;CHEMCATCHEM;1867-3899;10.1002/cctc.202200388;https://doi.org/10.1002/cctc.202200388;02.08.2022;2750;optin
81;Friedrich-Alexander-Universität Erlangen-Nürnberg;ADVANCED FUNCTIONAL MATERIALS;1616-3028;10.1002/adfm.202207849;https://doi.org/10.1002/adfm.202207849;14.08.2022;2750;optin
82;Friedrich-Alexander-Universität Erlangen-Nürnberg;CHEMISTRY - A EUROPEAN JOURNAL;1521-3765;10.1002/chem.202200269;https://doi.org/10.1002/chem.202200269;16.03.2022;2750;optin
83;Friedrich-Alexander-Universität Erlangen-Nürnberg;ADVANCED ENERGY MATERIALS;1614-6840;10.1002/aenm.202103662;https://doi.org/10.1002/aenm.202103662;11.02.2022;2750;optin
84;Friedrich-Alexander-Universität Erlangen-Nürnberg;PARTICLE & PARTICLE SYSTEMS CHARACTERIZATION;1521-4117;10.1002/ppsc.202100172;https://doi.org/10.1002/ppsc.202100172;10.01.2022;2750;optin
