institution;period;euro;DOI;is_hybrid;publisher;journal_full_title;issn;url
Erlangen Nürnberg U;2021;1.184,41;10.3390/geosciences11010024;FALSE;MDPI;Geosciences;;
Erlangen Nürnberg U;2021;1.982,97;10.3390/ijms22020575;FALSE;MDPI;International Journal of Molecular Sciences;;
Erlangen Nürnberg U;2021;1.538,74;10.3390/w13020236;FALSE;MDPI;Water;;
Erlangen Nürnberg U;2021;989,20;10.3390/su13031058;FALSE;MDPI;Sustainability;;
Erlangen Nürnberg U;2021;1.921,85;10.1016/j.matdes.2021.109487;FALSE;Elsevier;Materials&Design;;
Erlangen Nürnberg U;2021;1.591,09;"10.3390/brainsci11020154";FALSE;MDPI;Brain Sciences;;
Erlangen Nürnberg U;2021;1.764,77;"10.1177/1534735421990108";FALSE;Sage;Integrative Cancer Therapies;;
Erlangen Nürnberg U;2021;1.667,39;"10.1371/journal.pone.0245555";FALSE;PLOS;PLOS ONE;;
Erlangen Nürnberg U;2021;2.003,33;10.3389/fneur.2021.623625;FALSE;Frontiers Media S.A.;Frontiers in Neurology;;
Erlangen Nürnberg U;2021;1.992,06;10.5194/tc-15-95-2021;FALSE;Copernicus Publications;The Cryosphere;;
Erlangen Nürnberg U;2021;1.868,30;10.1038/s41598-020-65958-2;FALSE;Springer Nature;Scientific Reports;;
Erlangen Nürnberg U;2021;1.988,86;10.3390/v13020165;FALSE;MDPI;Viruses;;
Erlangen Nürnberg U;2021;2.000,58;10.3389/fphys.2021.640657;FALSE;Frontiers Media S.A.;Frontiers in Physiology;;
Erlangen Nürnberg U;2021;1.988,86;10.3390/ijms22031323;FALSE;MDPI;International Journal of Molecular Sciences;;
Erlangen Nürnberg U;2021;1.837,24;10.3389/fcvm.2021.633611;FALSE;Frontiers Media S.A.;Frontiers in Cardiovascular Medicine;;
Erlangen Nürnberg U;2021;1.877,84;10.3390/v13020199;FALSE;MDPI;Viruses;;
Erlangen Nürnberg U;2021;2.002,03;10.1126/sciadv.abf5567;FALSE;American Association for the Advancement of Science;Science Advances;;
Erlangen Nürnberg U;2021;1.988,30;10.3390/ijms22031315;FALSE;MDPI;International Journal of Molecular Sciences;;
Erlangen Nürnberg U;2021;2.006,58;10.1107/S2052252521000324;FALSE;International Union of Crystallography;IUCrJ;;
Erlangen Nürnberg U;2021;1.767,39;10.3390/ijms22031397;FALSE;MDPI;International Journal of Molecular Sciences;;
Erlangen Nürnberg U;2021;1.632,25;10.1177/1479973121994781;FALSE;Sage;Chronic Respiratory Disease;;
Erlangen Nürnberg U;2021;1.983,69;10.3390/s21041208;FALSE;MDPI;Sensors;;
Erlangen Nürnberg U;2021;1.586,96;10.3390/genes12020230;FALSE;MDPI;Genes;;
Erlangen Nürnberg U;2021;1.999,20;10.3390/rs13020205;FALSE;MDPI;Remote Sensing ;;
Erlangen Nürnberg U;2021;1.666,43;10.1371/journal.pone.0246634;FALSE;PLOS;PLOS ONE;;
Erlangen Nürnberg U;2021;1.928,60;10.3390/cancers13040714;FALSE;MDPI;Cancers;;
Erlangen Nürnberg U;2021;1.901,05;10.3390/ijerph18041726;FALSE;MDPI;International Journal of Environmental Research and Public Health;;
Erlangen Nürnberg U;2021;1.983,69;10.3390/cells10020326;FALSE;MDPI;Cells;;
Erlangen Nürnberg U;2021;1.570,90; 10.1109/JMW.2021.3055869;FALSE;IEEE;IEEE Journal of Microwaves;;
Erlangen Nürnberg U;2021;1.780,88;10.3390/met11020336;FALSE;MDPI;Metals;;
Erlangen Nürnberg U;2021;1.978,76;10.3390/app11041860;FALSE;MDPI;Applied Sciences;;
Erlangen Nürnberg U;2021;923,42;10.3390/curroncol28010093;FALSE;MDPI;Current Oncology;;
Erlangen Nürnberg U;2021;1.386,60;10.3390/biomedicines9020194;FALSE;MDPI;Biomedicines;;
Erlangen Nürnberg U;2021;1.762,47;10.3390/catal11020278;FALSE;MDPI;Catalysts;;
Erlangen Nürnberg U;2021;774,00;10.1177/25158163211000362;FALSE;Sage;Cephalalgia Reports;;
Erlangen Nürnberg U;2021;1.642,33;10.1177/01455613211001134;FALSE;Sage;ENT Journal;;
Erlangen Nürnberg U;2021;1.982,78;10.3390/nano11030561;FALSE;MDPI;Nanomaterials;;
Erlangen Nürnberg U;2021;1.999,20;10.2147/CIA.S299867;FALSE;Dove Medical Press;Clinical Interventions in Aging;;
Erlangen Nürnberg U;2021;1.974,01;10.3390/ijms22052358;FALSE;MDPI;International Journal of Molecular Sciences;;
Erlangen Nürnberg U;2021;2.045,66;10.3389/fpsyt.2021.517411;FALSE;Frontiers Media S.A.;Frontiers in Psychiatry;;
Erlangen Nürnberg U;2021;1.938,72;10.3390/cancers13050965;FALSE;MDPI;Cancers;;
Erlangen Nürnberg U;2021;1.759,17;10.1109/OJAP.2021.3061935;FALSE;IEEE;IEEE Open Journal of Antennas and Propagation;;
Erlangen Nürnberg U;2021;1.148,93;10.3389/fpubh.2021.635443;FALSE;Frontiers Media S.A.;Frontiers in Public Health;;
Erlangen Nürnberg U;2021;1.785,00;10.36900/suburban.v9i1/2.603;FALSE;suburban e.V.;sub\urban;;
Erlangen Nürnberg U;2021;1.744,87;10.1109/ACCESS.2021.3063238;FALSE;IEEE;IEEE Access;;
Erlangen Nürnberg U;2021;1.930,14;10.3390/v13030395;FALSE;MDPI;Viruses;;
Erlangen Nürnberg U;2021;1.792,47;10.7554/eLife.61669;FALSE;elife Sciences Publications LTD;elife;;
Erlangen Nürnberg U;2021;1.933,10;10.3389/fpsyt.2021.624005;FALSE;Frontiers Media S.A.;Frontiers in Psychiatry;;
Erlangen Nürnberg U;2021;1.949,76;10.3390/foods10030585;FALSE;MDPI;Foods;;
Erlangen Nürnberg U;2021;833,00;10.3897/zookeys.1023.53404;FALSE;Pensift Publishers LTD.;ZooKeys;;
Erlangen Nürnberg U;2021;2.028,70;10.3389/fpsyt.2021.602981 ;FALSE;Frontiers Media S.A.;Frontiers in Psychiatry;;
Erlangen Nürnberg U;2021;1.906,01;10.1177/20406223211004005;FALSE;Sage;Therapeutic Advances in Chronic Disease;;
Erlangen Nürnberg U;2021;709,74;10.3390/jrfm14030119;FALSE;MDPI;Journal of Risk and Financial Management;;
Erlangen Nürnberg U;2021;1.720,59;10.3390/v13030471;FALSE;MDPI;Viruses;;
Erlangen Nürnberg U;2021;967,83;10.3390/math9060635;FALSE;MDPI;Mathematics;;
Erlangen Nürnberg U;2021;1.850,69;10.1016/j.invent.2021.100374;FALSE;Elsevier;Internet Interventions;;
Erlangen Nürnberg U;2021;1.182,91;10.3390/v13030462;FALSE;MDPI;Viruses;;
Erlangen Nürnberg U;2021;1.139,19;10.3389/fmed.2021.643973;FALSE;Frontiers Media S.A.;Frontiers in Medicine;;
Erlangen Nürnberg U;2021;2.016,26;10.2113/2021/7866176;FALSE;Geological Society of America;Lithosphere;;
Erlangen Nürnberg U;2021;1.695,75;10.1136/bmjopen-2020-045563;FALSE;BMJ;BMJ Open;;
Erlangen Nürnberg U;2021;1.935,65;10.3390/s21062109;FALSE;MDPI;Sensors;;
Erlangen Nürnberg U;2021;1.984,41;10.3390/cancers13051183;FALSE;MDPI;Cancers;;
Erlangen Nürnberg U;2021;965,39;10.3390/socsci10030110;FALSE;MDPI;Social Sciences;;
Erlangen Nürnberg U;2021;2.006,30;10.3389/fphys.2021.616985;FALSE;Frontiers Media S.A.;Frontiers in Physiology;;
Erlangen Nürnberg U;2021;1.483,48;10.3389/fncel.2021.660561;FALSE;Frontiers Media S.A.;Frontiers in Cellular Neuroscience;;
Erlangen Nürnberg U;2021;2.006,23;10.3389/fimmu.2021.639329;FALSE;Frontiers Media S.A.;Frontiers in Immunology;;
Erlangen Nürnberg U;2021;866,56;10.3390/biomedicines9030261;FALSE;MDPI;Biomedicines;;
Erlangen Nürnberg U;2021;1.742,09;10.3390/universe7030068;FALSE;MDPI;Universe;;
Erlangen Nürnberg U;2021;2.009,09;10.3389/fphar.2021.662535;FALSE;Frontiers Media S.A.;Frontiers in Pharmacology;;
Erlangen Nürnberg U;2021;457,42;10.3389/fpsyg.2021.670436;FALSE;Frontiers Media S.A.;Frontiers in Psychology;;
Erlangen Nürnberg U;2021;1.935,65;10.3390/ijms22073699;FALSE;MDPI;International Journal of Molecular Sciences;;
Erlangen Nürnberg U;2021;1.892,65;10.3390/s21072367;FALSE;MDPI;Sensors;;
Erlangen Nürnberg U;2021;1.931,47;10.3390/ijms22073695;FALSE;MDPI;International Journal of Molecular Sciences;;
Erlangen Nürnberg U;2021;1.551,09;10.1136/bmjopen-2020-041710;FALSE;BMJ;BMJ Open;;
Erlangen Nürnberg U;2021;1.824,16;10.3390/catal11040474;FALSE;MDPI;Catalysts;;
Erlangen Nürnberg U;2021;1.931,47;10.3390/ijms22073794;FALSE;MDPI;International Journal of Molecular Sciences;;
Erlangen Nürnberg U;2021;1.550,28;10.3389/fphys.2021.664991;FALSE;Frontiers Media S.A.;Frontiers in Physiology;;
Erlangen Nürnberg U;2021;1.981,18;10.3389/fpubh.2021.628630;FALSE;Frontiers Media S.A.;Frontiers in Public Health;;
Erlangen Nürnberg U;2021;1.931,47;10.3390/ma14081831;FALSE;MDPI;Materials ;;
Erlangen Nürnberg U;2021;1.981,18;10.26508/lsa.202000810;FALSE;Life Science Alliance LLC;Life Science Alliance;;
Erlangen Nürnberg U;2021;1.931,47;10.3390/ijms22073757;FALSE;MDPI;International Journal of Molecular Sciences;;
Erlangen Nürnberg U;2021;566,62;10.1017/dsj.2021.9;FALSE;Cambridge University Press;Design Science;;
Erlangen Nürnberg U;2021;1.100,75;10.1016/j.hroo.2021.03.010;FALSE;Elsevier;Heart Rhythm O2;;
Erlangen Nürnberg U;2021;1.394,95;10.3390/v13040647;FALSE;MDPI;Viruses;;
Erlangen Nürnberg U;2021;1.047,20;10.1080/19420889.2021.1918369;FALSE;Taylor&Francis;Communicative & Integrative Biology;;
Erlangen Nürnberg U;2021;1.931,47;10.3390/ijms22084143;FALSE;MDPI;International Journal of Molecular Sciences;;
Erlangen Nürnberg U;2021;1.931,47;10.3390/s21082860;FALSE;MDPI;Sensors;;
Erlangen Nürnberg U;2021;1.482,31;10.3389/fimmu.2021.656452;FALSE;Frontiers Media S.A.;Frontiers in Immunology;;
Erlangen Nürnberg U;2021;1.738,33;10.3390/coatings10060529;FALSE;MDPI;Coatings;;
Erlangen Nürnberg U;2021;1.675,57;10.1371/journal.pone.0250369;FALSE;PLOS;PLOS ONE;;
Erlangen Nürnberg U;2021;1.609,56;10.3390/cells10050977;FALSE;MDPI;Cells;;
Erlangen Nürnberg U;2021;1.142,40;10.1016/j.ijscr.2021.105922;FALSE;Elsevier;International Journal of Surgery Case Reports;;
Erlangen Nürnberg U;2021;1.802,71;10.3390/nu13041324;FALSE;MDPI;Nutrients;;
Erlangen Nürnberg U;2021;1.888,54;10.3390/s21093071;FALSE;MDPI;Sensors;;
Erlangen Nürnberg U;2021;1.931,47;10.3390/nu13051528;FALSE;MDPI;Nutrients;;
Erlangen Nürnberg U;2021;1.873,88;10.3389/fnhum.2021.653108;FALSE;Frontiers Media S.A.;Frontiers in Human Neuroscience;;
Erlangen Nürnberg U;2021;1.585,59;10.3389/fpsyg.2021.672741;FALSE;Frontiers Media S.A.;Frontiers in Psychology;;
Erlangen Nürnberg U;2021;1.931,47;10.3390/en14092632;FALSE;MDPI;Energies;;
Erlangen Nürnberg U;2021;1.931,47;10.3390/biomedicines9050525;FALSE;MDPI;Biomedicines;;
Erlangen Nürnberg U;2021;1.944,73;10.3389/fpsyg.2021.636501;FALSE;Frontiers Media S.A.;Frontiers in Psychology;;
Erlangen Nürnberg U;2021;1.729,76;10.1109/OJVT.2021.3078551;FALSE;IEEE;IEEE Open Journal of Vehicular Technology;;
Erlangen Nürnberg U;2021;1.967,43;10.3389/fphys.2021.669884;FALSE;Frontiers Media S.A.;Frontiers in Physiology;;
