institution;period;euro;doi;is_hybrid;
Wuerzburg U;2022;2015.86;10.5194/tc-16-625-2022;FALSE;
Wuerzburg U;2022;1370.88;10.1002/ece3.8919;FALSE;
Wuerzburg U;2022;896.64;10.3389/frvir.2022.694433;FALSE;
Wuerzburg U;2022;1808.8;10.1002/2688-8319.12140;FALSE;
Wuerzburg U;2022;2346.6;10.3389/fsurg.2022.747517;FALSE;
Wuerzburg U;2022;571.2;10.1002/acn3.51513;FALSE;
Wuerzburg U;2022;2780.1;10.3389/fneur.2022.773265;FALSE;
Wuerzburg U;2022;926.43;10.3389/fcomm.2022.780340;FALSE;
Wuerzburg U;2022;1713.6;10.1002/mgg3.2028;FALSE;
Wuerzburg U;2022;1804.1;10.3389/fcell.2022.785252;FALSE;
Wuerzburg U;2022;2001.37;10.1038/s41598-022-09931-1;FALSE;
Wuerzburg U;2022;2876.8;10.3389/fnhum.2022.783452;FALSE;
Wuerzburg U;2022;2876.8;10.3389/fpsyt.2022.798596;FALSE;
Wuerzburg U;2022;2477.73;10.3389/fcvm.2022.797154;FALSE;
Wuerzburg U;2022;2038.59;10.1186/s12885-022-10101-9;FALSE;
Wuerzburg U;2022;2876.8;10.3389/fpsyt.2022.804730;FALSE;
Wuerzburg U;2022;5579.37;10.1038/s41467-022-28569-1;FALSE;
Wuerzburg U;2022;1931.47;10.3390/ijms23020775;FALSE;
Wuerzburg U;2022;1828.2;10.1371/journal.pone.0261535;FALSE;
Wuerzburg U;2022;1904;10.1002/mgg3.1912;FALSE;
Wuerzburg U;2022;1790.58;10.3389/frvir.2022.828553;FALSE;
Wuerzburg U;2022;1790.58;10.3389/frobt.2022.831633;FALSE;
Wuerzburg U;2022;1895.75;10.3389/fnhum.2022.837495;FALSE;
Wuerzburg U;2022;1665.19;10.1186/s40634-022-00466-y;FALSE;
Wuerzburg U;2022;1852.85;10.3389/frvir.2022.837616;FALSE;
Wuerzburg U;2022;2780.1;10.3389/fendo.2022.839351;FALSE;
Wuerzburg U;2022;2780.1;10.3389/fcimb.2022.840122;FALSE;
Wuerzburg U;2022;1931.47;10.3390/ijms23020924;FALSE;
Wuerzburg U;2022;2023;10.1002/cac2.12314;FALSE;
Wuerzburg U;2022;2124.61;10.3390/cancers14020270;FALSE;
Wuerzburg U;2022;3629.81;10.1212/NXI.0000000000001163;FALSE;
Wuerzburg U;2022;2124.61;10.3390/jcm11030753;FALSE;
Wuerzburg U;2022;1287.65;10.3389/frsen.2022.1010978;FALSE;
Wuerzburg U;2022;4117.4;10.1016/j.bbi.2022.01.007;FALSE;
Wuerzburg U;2022;4034.1;10.1038/s41419-022-04605-2;FALSE;
Wuerzburg U;2022;3665.2;10.1002/ehf2.13986;FALSE;
Wuerzburg U;2022;2733.08;10.1186/s13054-022-03896-3;FALSE;
Wuerzburg U;2022;2124.61;10.3390/w14040600;FALSE;
Wuerzburg U;2022;2124.61;10.3390/cells11030551;FALSE;
Wuerzburg U;2022;571.2;10.1002/acm2.13577;FALSE;
Wuerzburg U;2022;2876.8;10.3389/fphys.2022.856143;FALSE;
Wuerzburg U;2022;1931.47;10.3390/ijms23031469;FALSE;
Wuerzburg U;2022;2065.84;10.1186/s13023-022-02176-1;FALSE;
Wuerzburg U;2022;1743.46;10.3389/fimmu.2022.842038;FALSE;
Wuerzburg U;2022;1931.47;10.3390/ijms23052626;FALSE;
Wuerzburg U;2022;1677.67;10.1177/20417314221074453;FALSE;
Wuerzburg U;2022;2687.94;10.1371/journal.ppat.1010283;FALSE;
Wuerzburg U;2022;1352.03;10.3390/g13010015;FALSE;
Wuerzburg U;2022;2317.76;10.3390/cancers14092176;FALSE;
Wuerzburg U;2022;2665.6;10.1002/cam4.4784;FALSE;
Wuerzburg U;2022;2124.61;10.3390/cancers14030647;FALSE;
Wuerzburg U;2022;1785;10.1055/a-1827-7365;FALSE;
Wuerzburg U;2022;2047.82;10.1371/journal.pone.0271745;FALSE;
Wuerzburg U;2022;630.7;10.1016/j.scr.2022.102677;FALSE;
Wuerzburg U;2022;2124.61;10.3390/jcm11030701;FALSE;
Wuerzburg U;2022;1618.4;10.1002/ecs2.4077;FALSE;
Wuerzburg U;2022;2642.09;10.3390/jcm11154619;FALSE;
Wuerzburg U;2022;1960.79;10.1186/s12880-022-00744-2;FALSE;
Wuerzburg U;2022;2212.98;10.1186/s12889-022-12999-z;FALSE;
Wuerzburg U;2022;1743.46;10.3389/fmicb.2022.840911;FALSE;
Wuerzburg U;2022;2124.61;10.3390/cells11071118;FALSE;
Wuerzburg U;2022;1931.47;10.3390/ijms23073726;FALSE;
Wuerzburg U;2022;2477.73;10.3389/fphy.2022.861242;FALSE;
Wuerzburg U;2022;3119.68;10.3389/fncir.2022.862279;FALSE;
Wuerzburg U;2022;1890.65;10.3389/ftox.2022.863643;FALSE;
Wuerzburg U;2022;1565.79;10.1063/5.0083276;FALSE;
Wuerzburg U;2022;3156.36;10.7554/eLife.74334;FALSE;
Wuerzburg U;2022;2198.95;10.1155/2022/7056983;FALSE;
Wuerzburg U;2022;3300.82;10.1038/s42003-022-03106-4;FALSE;
Wuerzburg U;2022;2180.08;10.1186/s12935-022-02510-4;FALSE;
Wuerzburg U;2022;1890.65;10.3389/ftox.2022.864441;FALSE;
Wuerzburg U;2022;2935.47;10.3389/fpsyg.2022.867978;FALSE;
Wuerzburg U;2022;3119.68;10.3389/fbioe.2022.869111;FALSE;
Wuerzburg U;2022;2124.61;10.3390/cancers14040867;FALSE;
Wuerzburg U;2022;2001.37;10.1038/s41598-022-06915-z;FALSE;
Wuerzburg U;2022;2606.1;10.1016/j.jbc.2022.101714;FALSE;
Wuerzburg U;2022;2380;10.1002/ueg2.12235;FALSE;
Wuerzburg U;2022;1073.03;10.3390/app12042239;FALSE;
Wuerzburg U;2022;1738.33;10.3390/jpm12020194;FALSE;
Wuerzburg U;2022;2075.35;10.3390/f13060909;FALSE;
Wuerzburg U;2022;2057.59;10.3390/ijms23052584;FALSE;
Wuerzburg U;2022;1804.1;10.3389/fimmu.2022.876493;FALSE;
