institution;period;euro;doi;is_hybrid;
Wuerzburg U;2023;1999.2;10.1002/met.2114;FALSE;
Wuerzburg U;2023;1904;10.1002/pan3.10472;FALSE;
Wuerzburg U;2023;1927.99;10.3389/frvir.2023.926679;FALSE;
Wuerzburg U;2023;3665.2;10.1002/ehf2.14303;FALSE;
Wuerzburg U;2023;4141.2;10.1002/advs.202203239;FALSE;
Wuerzburg U;2023;2573.83;10.1364/OE.487119;FALSE;
Wuerzburg U;2023;2006.4;10.1371/journal.pone.0281305;FALSE;
Wuerzburg U;2023;1857.37;10.3389/fcell.2023.996952;FALSE;
Wuerzburg U;2023;1915.14;10.1177/1534735423115317;FALSE;
Wuerzburg U;2023;1755.25;10.1002/vzj2.20251;FALSE;
Wuerzburg U;2023;2084.14;10.3390/ijerph20032493;FALSE;
Wuerzburg U;2023;3086.39;10.3389/fenvs.2023.1040551;FALSE;
Wuerzburg U;2023;1370.88;10.1002/ece3.9608;FALSE;
Wuerzburg U;2023;2007.15;10.1371/journal.pone.0285810;FALSE;
Wuerzburg U;2023;1964.38;10.1371/journal.pone.0283480;FALSE;
Wuerzburg U;2023;1239.23;10.3389/feduc.2023.1111695;FALSE;
Wuerzburg U;2023;3237.85;10.3389/fimmu.2023.1067714;FALSE;
Wuerzburg U;2023;3175.92;10.3389/fcvm.2023.1068390;FALSE;
Wuerzburg U;2023;3237.85;10.3389/fimmu.2023.1072142;FALSE;
Wuerzburg U;2023;2063.29;10.1055/a-2086-4988;FALSE;
Wuerzburg U;2023;2237.2;10.1111/ecog.06651;FALSE;
Wuerzburg U;2023;2730.84;10.3389/fevo.2023.1082559;FALSE;
Wuerzburg U;2023;3237.85;10.3389/fnmol.2023.1089101;FALSE;
Wuerzburg U;2023;1996.68;10.3390/cancers15020392;FALSE;
Wuerzburg U;2023;3237.85;10.3389/fimmu.2023.1096019;FALSE;
Wuerzburg U;2023;2029.4;10.1186/s12871-023-02083-3;FALSE;
Wuerzburg U;2023;3827.04;10.1002/ehf2.14509;FALSE;
Wuerzburg U;2023;2166.78;10.3390/biomedicines11030772;FALSE;
Wuerzburg U;2023;2674.11;10.3390/rs15040940;FALSE;
Wuerzburg U;2023;2020.66;10.3389/fcimb.2023.1100028;FALSE;
Wuerzburg U;2023;628.32;10.1002/acm2.14001;FALSE;
Wuerzburg U;2023;3168.35;10.3389/fcimb.2023.1108235;FALSE;
Wuerzburg U;2023;2709.62;10.3390/ijerph20021209;FALSE;
Wuerzburg U;2023;3168.35;10.3389/fimmu.2023.1115667;FALSE;
Wuerzburg U;2023;2598.09;10.3390/jcm12020549;FALSE;
Wuerzburg U;2023;3168.35;10.3389/fendo.2023.1123132;FALSE;
Wuerzburg U;2023;3171.84;10.3389/fimmu.2023.1130600;FALSE;
Wuerzburg U;2023;3168.35;10.3389/fnhum.2023.1126553;FALSE;
Wuerzburg U;2023;1921.72;10.3390/medicina59020200;FALSE;
Wuerzburg U;2023;1708.2;10.3390/jimaging9020026;FALSE;
Wuerzburg U;2023;3272.51;10.3389/fimmu.2023.1127709;FALSE;
Wuerzburg U;2023;1711.43;10.3390/diagnostics13040603;FALSE;
Wuerzburg U;2023;1996.24;10.3389/fpsyt.2023.1130610;FALSE;
Wuerzburg U;2023;2118.2;10.1080/15230430.2023.2167358;FALSE;
Wuerzburg U;2023;5774.64;10.1038/s41467-023-35851-3;FALSE;
Wuerzburg U;2023;654.5;10.1016/j.scr.2023.103016;FALSE;
Wuerzburg U;2023;1205.84;10.3389/feduc.2023.1141063;FALSE;
Wuerzburg U;2023;2412.59;10.3390/ijms24043972;FALSE;
Wuerzburg U;2023;1951.6;10.1016/j.slasd.2023.03.004;FALSE;
Wuerzburg U;2023;1723.48;10.1186/s40634-023-00575-2;FALSE;
Wuerzburg U;2023;1880;10.3390/biomedicines11020559;FALSE;
Wuerzburg U;2023;3175.92;10.3389/fimmu.2023.1148841;FALSE;
