institution_ror,institution,period,euro,doi,is_hybrid,opt-out,type,contract_primary_identifier,contract_group_id,external_costsplitting,gold-oa,vat,colour charge,cover charge,hybrid-oa,other,page charge,permission,publication charge,reprint,submission fee,payment fee,url
https://ror.org/0234wmv40,Bayreuth U,2023,4243.46,10.1126/sciadv.adk2290,FALSE,FALSE,journal article,NA,NA,false,4243.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/0234wmv40,Bayreuth U,2024,4205.63,10.1126/sciadv.adl5416,FALSE,FALSE,journal article,NA,NA,false,4205.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/0234wmv40,Bayreuth U,2024,4636.04,10.1103/physrevx.14.011016,FALSE,FALSE,journal article,NA,NA,false,4636.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/0234wmv40,Bayreuth U,2024,1017.45,10.3897/neobiota.92.119621,FALSE,FALSE,journal article,NA,NA,false,1017.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/0234wmv40,Bayreuth U,2024,1881.39,10.5194/acp-24-137-2024,FALSE,FALSE,journal article,NA,NA,false,1881.3899999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/0234wmv40,Bayreuth U,2024,2066.95,10.1109/access.2024.3365274,FALSE,FALSE,journal article,NA,NA,false,2066.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/0234wmv40,Bayreuth U,2024,2105.93,10.1371/journal.pone.0299735,FALSE,FALSE,journal article,NA,NA,false,2105.9300000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/0234wmv40,Bayreuth U,2024,2127.49,10.3390/nu16081114,FALSE,FALSE,journal article,NA,NA,false,2127.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/0234wmv40,Bayreuth U,2024,2956.57,10.3390/metabo14050263,FALSE,FALSE,journal article,NA,NA,false,2956.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/0234wmv40,Bayreuth U,2024,1921.85,10.1080/23311886.2024.2359632,FALSE,FALSE,journal article,NA,NA,false,1921.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/0234wmv40,Bayreuth U,2024,2106.23,10.1109/access.2024.3404368,FALSE,FALSE,journal article,NA,NA,false,2106.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/0234wmv40,Bayreuth U,2024,2972.77,10.1103/physrevresearch.6.023277,FALSE,FALSE,journal article,NA,NA,false,2972.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/0234wmv40,Bayreuth U,2024,2921.0,10.3390/d16070366,FALSE,FALSE,journal article,NA,NA,false,2921.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/0234wmv40,Bayreuth U,2024,1294.28,10.3390/en17174362,FALSE,FALSE,journal article,NA,NA,false,1294.2800000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/0234wmv40,Bayreuth U,2024,1428.0,10.1080/20550340.2024.2387422,FALSE,FALSE,journal article,NA,NA,false,1428.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/0234wmv40,Bayreuth U,2024,2008.74,10.3390/jmmp8040170,FALSE,FALSE,journal article,NA,NA,false,2008.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/0234wmv40,Bayreuth U,2024,3612.38,10.3389/fmicb.2024.1386476,FALSE,FALSE,journal article,NA,NA,false,3612.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
