is_hybrid;institution;issn;journal_full_title;publisher;euro;period;DOI
false;Universität Salzburg;2041-1723;Nature Communications;Springer Nature;4530;2020;10.1038/s41467-020-15099-x
false;Universität Salzburg;1664-3224;Frontiers in Immunology;Frontiers;1354,57;2021;10.3389/fimmu.2021.688927 
false;Universität Salzburg;2673-2726;Frontiers in Human Dynamics;Frontiers;869,5;2021;10.3389/fhumd.2021.689133
false;Universität Salzburg;1609-4069;International Journal of Qualitative Methods;SAGE;1550,64;2021;10.1177/16094069211029697
false;Universität Salzburg;1664-1078;Frontiers in Psychology;Frontiers;2700;2021;10.3389/fpsyg.2021.701600
false;Universität Salzburg;1424-8220;Sensors ;MDPI;1893,6;2021;10.3390/s21165606
false;Universität Salzburg;2071-1050;Sustainability ;MDPI;1645,2;2021;10.3390/su13169361 
false;Universität Salzburg;1424-8220;Sensors ;MDPI;1904,4;2021;10.3390/s21103393 
false;Universität Salzburg;1424-8220;Sensors ;MDPI;1904,4;2021;10.3390/s21113774 
false;Universität Salzburg;1424-8220;Sensors ;MDPI;1731,6;2021;10.3390/s21144848 
false;Universität Salzburg;1424-8220;Sensors ;MDPI;1904,4;2021;10.3390/s21113779 
false;Universität Salzburg;1424-8220;Sensors ;MDPI;1904,4;2021;10.3390/s21072573 
false;Universität Salzburg;1424-8220;Sensors ;MDPI;1904,4;2021;10.3390/s21072535 
false;Universität Salzburg;2220-9964;ISPRS International Journal of Geo-Information;MDPI;1214,4;2021;10.3390/ijgi10040208 
false;Universität Salzburg;1664-1078;Frontiers in Psychology;Frontiers;2700;2021;10.3389/fpsyg.2021.773227
