"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"Università degli Studi di Modena e Reggio Emilia",2024,1098,NA,FALSE,"Hellenic Semiotics Society","Chernobyl Calling. Narrative, Intermediality and Cultural Memory of a Docu-fiction","978-618-82184-4-4",NA,NA,NA,FALSE,FALSE
"Università degli Studi di Modena e Reggio Emilia",2024,10900,"10.1163/9789004755925",FALSE,"Brill","Migration Narratives in the Early Modern Mediterranean (1450–1850)","978-90-04-72071-8","978-90-04-72071-8","978-90-04-75592-5",NA,TRUE,FALSE
"Università degli Studi di Modena e Reggio Emilia",2025,928.51,"10.6093/978-88-6887-336-3",FALSE,"FedOA - Federico II University Press","I gesuiti nell’età della soppressione e della restaurazione: religione, educazione e società tra antica e nuova Compagnia (1773-1832)","978-88-6887-336-3",NA,NA,NA,FALSE,TRUE
"Università degli Studi di Modena e Reggio Emilia",2025,1800,NA,FALSE,"Mucchi Editore","Oltre i confini. Linee guida sull’educazione alla cittadinanza globale","979-12-81716-41-4",NA,NA,NA,FALSE,FALSE
"Università degli Studi di Modena e Reggio Emilia",2025,1220,NA,FALSE,"Giappichelli","Donne, impresa, lavoro. Una raccolta di saggi","979-12-211-8185-2",NA,NA,NA,FALSE,FALSE
"Università degli Studi di Modena e Reggio Emilia",2025,4900,NA,FALSE,"Edizioni Centro Studi Erickson S.p.A.","Verso una cultura della disabilità, Storia, metodi e pratiche per tutor universitari","978-88-590-4309-6",NA,NA,NA,FALSE,FALSE
"Università degli Studi di Modena e Reggio Emilia",2025,960,NA,FALSE,"Mucchi Editore","Crescere. Ricerche multidisciplinari sullo sviluppo della persona","979-12-81716-45-2",NA,NA,NA,FALSE,FALSE
"Università degli Studi di Modena e Reggio Emilia",2025,7500,NA,FALSE,"Giappichelli","Giovani in rete. Guida per un uso consapevole delle tecnologie","979-12-211-1551-2",NA,NA,NA,FALSE,FALSE
"Università degli Studi di Modena e Reggio Emilia",2025,2288,NA,FALSE,"Edizioni ETS","Le sfide dell’insegnamento-apprendimento della matematica in carcere. Riflessioni e proposte per una didattica inclusiva","978-88-467-7323-4",NA,NA,NA,FALSE,FALSE
"Università degli Studi di Modena e Reggio Emilia",2025,192.76,NA,FALSE,"Edizioni ETS","Leo Strauss. Profeti e filosofi nella città giusta. Saggi su Maimonide","978-88-467-7386-9",NA,NA,NA,FALSE,FALSE
"Università degli Studi di Modena e Reggio Emilia",2025,1295,NA,FALSE,"Ledizioni LediPublishing","Fortuna dell'epigramma in Italia dal Cinquecento al Novecento","979-12-5600-476-8",NA,NA,NA,FALSE,FALSE
"Università degli Studi di Modena e Reggio Emilia",2025,1450,NA,FALSE,"Mucchi Editore","Vulnerabilità aumentata. Diritto, cura e algoritmi nell'era della salute digitale","979-12-81716-69-8",NA,NA,NA,FALSE,FALSE
"Università degli Studi di Modena e Reggio Emilia",2025,6032,NA,FALSE,"Mucchi Editore","The Family (R)evolution. Insights into Rising Parenthood Issues","979-12-81716-49-0",NA,NA,NA,FALSE,FALSE
"Università degli Studi di Modena e Reggio Emilia",2025,12500,NA,FALSE,"Mucchi Editore","“Minori Stranieri Non Accompagnati” ed esercizio dei diritti. Sicurezza, consapevolezza, uso delle tecnologie","979-12-81716-61-2",NA,NA,NA,FALSE,FALSE
"Università degli Studi di Modena e Reggio Emilia",2025,780.01,NA,FALSE,"Leo S. Olschki","Ferdinand Tönnies - Thomas Hobbes. La vita e il pensiero","978-88-222-9538-5",NA,NA,NA,FALSE,FALSE
