institution,period,euro,doi,is_hybrid,publisher,journal_full_title,issn,issn_print,issn_electronic,url
gih,2023,2387.32,10.3389/fpubh.2022.1012222,FALSE,Frontiers Media,Frontiers In Public Health,2296-2565,,,
gih,2023,2934.40,10.1152/ajpcell.00443.2022,TRUE,American Psysiological society,American Journal of Physiology - Cell Physiology,1522-1563,,,
gih,2023,2652.37,10.3389/fpubh.2023.1115789,FALSE,Frontiers Media,Frontiers in Public Health,2296-2565,,,
gih,2023,2677.11,10.1186/s12889-023-15282-x,FALSE,BioMed Central,BMC Public Health,1471-2458,,,
gih,2023,2308.85,10.1186/s12966-023-01446-w,FALSE,BioMed Central,International Journal of Behavioral Nutrition and Physical Activity,1479-5868,,,
gih,2023,1288.03,10.3390/sports11050096,FALSE,MDPI,Sports,2075-4663,,,
gih,2023,2705.15,10.1001/jamanetworkopen.2023.21102,FALSE,American Medical Association (AMA),JAMA Network Open,2574-3805,,,
gih,2023,2712.99,10.1038/s41598-023-35847-5,FALSE,Nature Publishing Group,Scientific Reports,2045-2322,,,
gih,2023,2361.63,10.1186/s40798-022-00523-x,FALSE,Springer,Sports Medicine Open,2198-9761,,,
gih,2023,2803.66,10.1136/bmjopen-2023-073380,FALSE,BMJ Publishing Group,BMJ Open,2044-6055,,,
gih,2023,2891.20,10.1123/iscj.2023-0066,TRUE,Human Kinetics,International Sport Coaching Journal,2328-9198,,,
gih,2023,2682.85,10.1038/s41598-023-50154-9,FALSE,Springer Nature,Scientific Reports,2045-2322,,,
gih,2023,4873.16,10.1136/bjsports-2023-107007,TRUE,BMJ Publishing Group,British Journal of Sports Medicine,1473-0480,,,
gih,2023,2169.75,10.3390/ijerph20043743,FALSE,MDPI,International Journal of Environmental Research and Public Health,1660-4601,,,
gih,2023,3329.92,10.1519/JSC.0000000000004556,TRUE,Wolters Kluwer,Journal of Strength and Conditioning Research,1533-4287,,,
