Institution name;APC Payment Year;Date of Submission;Date of Acceptance;DOI;DOI URL;article_is_hybrid;Article OA Status;Publisher Name;Journal Name;Journal ISSN electronic;journal_issn_l ;Article License;agreement
École Polytechnique Fédérale de Lausanne;;15.01.2024;25.03.2024;10.1016/j.actamat.2024.119870;10.1016/j.actamat.2024.119870;TRUE;Hybrid;Society;Acta Materialia;1359-6454;;CC BY;
École Polytechnique Fédérale de Lausanne;;08.01.2024;18.04.2024;10.1016/j.ajhg.2024.04.013;10.1016/j.ajhg.2024.04.013;TRUE;Hybrid;Society;The American Journal of Human Genetics;0002-9297;;CC BY;
École Polytechnique Fédérale de Lausanne;;12.01.2024;28.01.2024;10.1016/j.gde.2024.102160;10.1016/j.gde.2024.102160;TRUE;Hybrid;Elsevier;Current Opinion in Genetics & Development;0959-437X;;CC BY-NC-ND;
École Polytechnique Fédérale de Lausanne;;13.02.2024;26.04.2024;10.1016/j.sbi.2024.102840;10.1016/j.sbi.2024.102840;TRUE;Hybrid;Elsevier;Current Opinion in Structural Biology;0959-440X;;CC BY;
École Polytechnique Fédérale de Lausanne;;07.02.2024;04.04.2024;10.1016/j.mechmat.2024.105006;10.1016/j.mechmat.2024.105006;TRUE;Hybrid;Elsevier;Mechanics of Materials;0167-6636;;CC BY;
École Polytechnique Fédérale de Lausanne;;09.02.2024;12.05.2024;10.1016/j.engstruct.2024.118190;10.1016/j.engstruct.2024.118190;TRUE;Hybrid;Elsevier;Engineering Structures;0141-0296;;CC BY;
École Polytechnique Fédérale de Lausanne;;08.02.2024;20.03.2024;10.1016/j.ijfatigue.2024.108296;10.1016/j.ijfatigue.2024.108296;TRUE;Hybrid;Elsevier;International Journal of Fatigue;0142-1123;;CC BY;
École Polytechnique Fédérale de Lausanne;;17.01.2024;28.03.2024;10.1016/j.buildenv.2024.111474;10.1016/j.buildenv.2024.111474;TRUE;Hybrid;Elsevier;Building and Environment;0360-1323;;CC BY;
École Polytechnique Fédérale de Lausanne;;02.01.2024;31.03.2024;10.1016/j.enbuild.2024.114132;10.1016/j.enbuild.2024.114132;TRUE;Hybrid;Elsevier;Energy & Buildings;0378-7788;;CC BY;
École Polytechnique Fédérale de Lausanne;;21.01.2024;08.05.2024;10.1016/j.scs.2024.105516;10.1016/j.scs.2024.105516;TRUE;Hybrid;Elsevier;Sustainable Cities and Society;2210-6707;;CC BY;
École Polytechnique Fédérale de Lausanne;;06.02.2024;09.05.2024;10.1016/j.actamat.2024.119995;10.1016/j.actamat.2024.119995;TRUE;Hybrid;Society;Acta Materialia;1359-6454;;CC BY;
Empa - Swiss Federal Laboratories for Materials Science and Technology;;10.01.2024;08.04.2024;10.1016/j.est.2024.111676;10.1016/j.est.2024.111676;TRUE;Hybrid;Elsevier;Journal of Energy Storage;2352-152X;;CC BY;
Empa - Swiss Federal Laboratories for Materials Science and Technology;;30.01.2024;22.03.2024;10.1016/j.ijfatigue.2024.108301;10.1016/j.ijfatigue.2024.108301;TRUE;Hybrid;Elsevier;International Journal of Fatigue;0142-1123;;CC BY;
Empa - Swiss Federal Laboratories for Materials Science and Technology;;01.03.2024;26.03.2024;10.1016/j.apsusc.2024.159994;10.1016/j.apsusc.2024.159994;TRUE;Hybrid;Elsevier;Applied Surface Science;0169-4332;;CC BY;
Empa - Swiss Federal Laboratories for Materials Science and Technology;;18.01.2024;26.03.2024;10.1016/j.matdes.2024.112886;10.1016/j.matdes.2024.112886;FALSE;Full Open Access;Elsevier;Materials & Design;0264-1275;;CC BY;
Empa - Swiss Federal Laboratories for Materials Science and Technology;;09.02.2024;09.04.2024;10.1016/j.scriptamat.2024.116126;10.1016/j.scriptamat.2024.116126;TRUE;Hybrid;Society;Scripta Materialia;1359-6462;;CC BY;
Empa - Swiss Federal Laboratories for Materials Science and Technology;;12.01.2024;24.04.2024;10.1016/j.addma.2024.104165;10.1016/j.addma.2024.104165;TRUE;Hybrid;Elsevier;Additive Manufacturing;2214-8604;;CC BY;
Empa - Swiss Federal Laboratories for Materials Science and Technology;;27.03.2024;02.05.2024;10.1016/j.oceram.2024.100601;10.1016/j.oceram.2024.100601;FALSE;Full Open Access;Society;Open Ceramics;2666-5395;;CC BY;
Empa - Swiss Federal Laboratories for Materials Science and Technology;;17.01.2024;16.05.2024;10.1016/j.apor.2024.104062;10.1016/j.apor.2024.104062;TRUE;Hybrid;Elsevier;Applied Ocean Research;0141-1187;;CC BY;
Empa - Swiss Federal Laboratories for Materials Science and Technology;;10.01.2024;04.04.2024;10.1016/j.postharvbio.2024.112949;10.1016/j.postharvbio.2024.112949;TRUE;Hybrid;Elsevier;Postharvest Biology and Technology;0925-5214;;CC BY;
Empa - Swiss Federal Laboratories for Materials Science and Technology;;03.01.2024;07.05.2024;10.1016/j.cma.2024.117052;10.1016/j.cma.2024.117052;TRUE;Hybrid;Elsevier;Computer Methods in Applied Mechanics and Engineering;0045-7825;;CC BY;
Empa - Swiss Federal Laboratories for Materials Science and Technology;;10.01.2024;24.03.2024;10.1016/j.jallcom.2024.174282;10.1016/j.jallcom.2024.174282;TRUE;Hybrid;Elsevier;Journal of Alloys and Compounds;0925-8388;;CC BY;
ETH Zurich;;26.01.2024;11.04.2024;10.1016/j.epsl.2024.118718;10.1016/j.epsl.2024.118718;TRUE;Hybrid;Elsevier;Earth and Planetary Science Letters;0012-821X;;CC BY;
ETH Zurich;;15.02.2024;16.05.2024;10.1016/j.ultras.2024.107349;10.1016/j.ultras.2024.107349;TRUE;Hybrid;Elsevier;Ultrasonics;0041-624X;;CC BY;
ETH Zurich;;14.02.2024;18.05.2024;10.1016/j.jcsr.2024.108791;10.1016/j.jcsr.2024.108791;TRUE;Hybrid;Elsevier;Journal of Constructional Steel Research;0143-974X;;CC BY;
ETH Zurich;;11.03.2024;25.05.2024;10.1016/j.wasman.2024.05.043;10.1016/j.wasman.2024.05.043;TRUE;Hybrid;Elsevier;Waste Management;0956-053X;;CC BY;
ETH Zurich;;09.01.2024;12.03.2024;10.1016/j.icarus.2024.116049;10.1016/j.icarus.2024.116049;TRUE;Hybrid;Elsevier;Icarus;0019-1035;;CC BY;
ETH Zurich;;15.01.2024;25.03.2024;10.1016/j.ijmecsci.2024.109231;10.1016/j.ijmecsci.2024.109231;TRUE;Hybrid;Elsevier;International Journal of Mechanical Sciences;0020-7403;;CC BY;
ETH Zurich;;30.01.2024;08.05.2024;10.1016/j.jmbbm.2024.106579;10.1016/j.jmbbm.2024.106579;TRUE;Hybrid;Elsevier;Journal of the Mechanical Behavior of Biomedical Materials;1751-6161;;CC BY;
ETH Zurich;;11.02.2024;29.04.2024;10.1016/j.cemconres.2024.107531;10.1016/j.cemconres.2024.107531;TRUE;Hybrid;Elsevier;Cement and Concrete Research;0008-8846;;CC BY;
ETH Zurich;;02.03.2024;03.05.2024;10.1016/j.cemconres.2024.107541;10.1016/j.cemconres.2024.107541;TRUE;Hybrid;Elsevier;Cement and Concrete Research;0008-8846;;CC BY;
ETH Zurich;;21.02.2024;18.05.2024;10.1016/j.cemconres.2024.107554;10.1016/j.cemconres.2024.107554;TRUE;Hybrid;Elsevier;Cement and Concrete Research;0008-8846;;CC BY;
ETH Zurich;;22.01.2024;15.05.2024;10.1016/j.cpc.2024.109251;10.1016/j.cpc.2024.109251;TRUE;Hybrid;Elsevier;Computer Physics Communications;0010-4655;;CC BY;
ETH Zurich;;10.01.2024;20.04.2024;10.1016/j.envres.2024.118982;10.1016/j.envres.2024.118982;TRUE;Hybrid;Elsevier;Environmental Research;0013-9351;;CC BY-NC;
ETH Zurich;;27.01.2024;17.05.2024;10.1016/j.lithos.2024.107651;10.1016/j.lithos.2024.107651;TRUE;Hybrid;Society;LITHOS;0024-4937;;CC BY;
ETH Zurich;;15.01.2024;13.02.2024;10.1016/j.tetlet.2024.154964;10.1016/j.tetlet.2024.154964;TRUE;Hybrid;Elsevier;Tetrahedron Letters;0040-4039;;CC BY;
ETH Zurich;;05.01.2024;07.04.2024;10.1016/j.cma.2024.116991;10.1016/j.cma.2024.116991;TRUE;Hybrid;Elsevier;Computer Methods in Applied Mechanics and Engineering;0045-7825;;CC BY;
ETH Zurich;;02.02.2024;07.05.2024;10.1016/j.cma.2024.117053;10.1016/j.cma.2024.117053;TRUE;Hybrid;Elsevier;Computer Methods in Applied Mechanics and Engineering;0045-7825;;CC BY;
ETH Zurich;;29.03.2024;29.03.2024;10.1016/j.progsurf.2024.100743;10.1016/j.progsurf.2024.100743;TRUE;Hybrid;Elsevier;Progress in Surface Science;0079-6816;;CC BY;
ETH Zurich;;26.01.2024;13.04.2024;10.1016/j.carbpol.2024.122166;10.1016/j.carbpol.2024.122166;TRUE;Hybrid;Elsevier;Carbohydrate Polymers;0144-8617;;CC BY;
ETH Zurich;;15.02.2024;23.05.2024;10.1016/j.trac.2024.117790;10.1016/j.trac.2024.117790;TRUE;Hybrid;Elsevier;Trends in Analytical Chemistry;0165-9936;;CC BY;
ETH Zurich;;04.03.2024;24.04.2024;10.1016/j.jhealeco.2024.102887;10.1016/j.jhealeco.2024.102887;TRUE;Hybrid;Elsevier;Journal of Health Economics;0167-6296;;CC BY;
ETH Zurich;;11.01.2024;11.01.2024;10.1016/j.paid.2024.112555;10.1016/j.paid.2024.112555;TRUE;Hybrid;Elsevier;Personality and Individual Differences;0191-8869;;CC BY;
ETH Zurich;;05.02.2024;12.04.2024;10.1016/j.enconman.2024.118426;10.1016/j.enconman.2024.118426;TRUE;Hybrid;Elsevier;Energy Conversion and Management;0196-8904;;CC BY;
ETH Zurich;;22.01.2024;03.04.2024;10.1016/j.matdes.2024.112914;10.1016/j.matdes.2024.112914;FALSE;Full Open Access;Elsevier;Materials & Design;0264-1275;;CC BY;
ETH Zurich;;15.01.2024;27.02.2024;10.1016/j.asr.2024.02.055;10.1016/j.asr.2024.02.055;TRUE;Hybrid;Society;Advances in Space Research;0273-1177;;CC BY;
ETH Zurich;;29.02.2024;02.04.2024;10.1016/j.fct.2024.114644;10.1016/j.fct.2024.114644;TRUE;Hybrid;Elsevier;Food and Chemical Toxicology;0278-6915;;CC BY;
ETH Zurich;;07.02.2024;11.04.2024;10.1016/j.foodpol.2024.102632;10.1016/j.foodpol.2024.102632;TRUE;Hybrid;Elsevier;Food Policy;0306-9192;;CC BY;
ETH Zurich;;17.01.2024;26.04.2024;10.1016/j.toxlet.2024.04.013;10.1016/j.toxlet.2024.04.013;TRUE;Hybrid;Elsevier;Toxicology Letters;0378-4274;;CC BY-NC-ND;
ETH Zurich;;01.01.2024;24.04.2024;10.1016/j.tifs.2024.104513;10.1016/j.tifs.2024.104513;TRUE;Hybrid;Elsevier;Trends in Food Science & Technology;0924-2244;;CC BY;
ETH Zurich;;29.01.2024;26.04.2024;10.1016/j.snb.2024.135892;10.1016/j.snb.2024.135892;TRUE;Hybrid;Elsevier;Sensors and Actuators: B. Chemical;0925-4005;;CC BY;
ETH Zurich;;15.01.2024;08.03.2024;10.1016/j.ejpb.2024.114249;10.1016/j.ejpb.2024.114249;TRUE;Hybrid;Elsevier;European Journal of Pharmaceutics and Biopharmaceutics;0939-6411;;CC BY;
ETH Zurich;;21.01.2024;06.02.2024;10.1016/j.copbio.2024.103097;10.1016/j.copbio.2024.103097;TRUE;Hybrid;Elsevier;Current Opinion in Biotechnology;0958-1669;;CC BY;
ETH Zurich;;06.02.2024;07.04.2024;10.1016/j.chaos.2024.114857;10.1016/j.chaos.2024.114857;TRUE;Hybrid;Elsevier;Chaos, Solitons and Fractals: the interdisciplinary journal of Nonlinear Science, and Nonequilibrium and Complex Phenomena;0960-0779;;CC BY;
ETH Zurich;;19.01.2024;20.03.2024;10.1016/j.biortech.2024.130628;10.1016/j.biortech.2024.130628;TRUE;Hybrid;Elsevier;Bioresource Technology;0960-8524;;CC BY;
ETH Zurich;;30.01.2024;26.04.2024;10.1016/j.jretconser.2024.103884;10.1016/j.jretconser.2024.103884;TRUE;Hybrid;Elsevier;Journal of Retailing and Consumer Services;0969-6989;;CC BY;
ETH Zurich;;23.02.2024;23.02.2024;10.1016/j.jocmr.2024.101031;10.1016/j.jocmr.2024.101031;FALSE;Full Open Access;Society;Journal of Cardiovascular Magnetic Resonance;1097-6647;;CC BY;
ETH Zurich;;03.01.2024;12.02.2024;10.1016/j.mssp.2024.108241;10.1016/j.mssp.2024.108241;TRUE;Hybrid;Elsevier;Materials Science in Semiconductor Processing;1369-8001;;CC BY;
ETH Zurich;;29.01.2024;22.04.2024;10.1016/j.mssp.2024.108461;10.1016/j.mssp.2024.108461;TRUE;Hybrid;Elsevier;Materials Science in Semiconductor Processing;1369-8001;;CC BY;
ETH Zurich;;01.02.2024;05.05.2024;10.1016/j.seppur.2024.127845;10.1016/j.seppur.2024.127845;TRUE;Hybrid;Elsevier;Separation and Purification Technology;1383-5866;;CC BY;
ETH Zurich;;05.01.2024;11.03.2024;10.1016/j.cmet.2024.03.008;10.1016/j.cmet.2024.03.008;TRUE;Hybrid;Elsevier;Cell Metabolism;1550-4131;;CC BY;
ETH Zurich;;29.01.2024;12.04.2024;10.1016/j.jmbbm.2024.106554;10.1016/j.jmbbm.2024.106554;TRUE;Hybrid;Elsevier;Journal of the Mechanical Behavior of Biomedical Materials;1751-6161;;CC BY;
ETH Zurich;;01.02.2024;18.03.2024;10.1016/j.molmet.2024.101923;10.1016/j.molmet.2024.101923;FALSE;Full Open Access;Elsevier;Molecular Metabolism;2212-8778;;CC BY;
ETH Zurich;;05.03.2024;05.05.2024;10.1016/j.pacs.2024.100616;10.1016/j.pacs.2024.100616;FALSE;Full Open Access;Elsevier;Photoacoustics;2213-5979;;CC BY;
ETH Zurich;;22.01.2024;08.05.2024;10.1016/j.istruc.2024.106559;10.1016/j.istruc.2024.106559;TRUE;Hybrid;Society;Structures;2352-0124;;CC BY;
ETH Zurich;;18.01.2024;02.02.2024;10.1016/j.crbiot.2024.100188;10.1016/j.crbiot.2024.100188;FALSE;Full Open Access;Elsevier;Current Research in Biotechnology;2590-2628;;CC BY;
ETH Zurich;;21.02.2024;07.05.2024;10.1016/j.checat.2024.101010;10.1016/j.checat.2024.101010;TRUE;Hybrid;Elsevier;Chem Catalysis;2667-1093;;CC BY;
ETH Zurich;;03.01.2024;31.03.2024;10.1016/j.soildyn.2024.108631;10.1016/j.soildyn.2024.108631;TRUE;Hybrid;Elsevier;Soil Dynamics and Earthquake Engineering;0267-7261;;CC BY;
ETH Zurich;;07.03.2024;30.04.2024;10.1016/j.colsurfa.2024.134147;10.1016/j.colsurfa.2024.134147;TRUE;Hybrid;Elsevier;Colloids and Surfaces A: Physicochemical and Engineering Aspects;0927-7757;;CC BY-NC-ND;
ETH Zurich;;28.02.2024;16.04.2024;10.1016/j.mtcomm.2024.108959;10.1016/j.mtcomm.2024.108959;TRUE;Hybrid;Elsevier;Materials Today Communications;2352-4928;;CC BY-NC-ND;
ETH Zurich;;17.01.2024;20.03.2024;10.1016/j.matdes.2024.112873;10.1016/j.matdes.2024.112873;FALSE;Full Open Access;Elsevier;Materials & Design;0264-1275;;CC BY;
ETH Zurich;;04.03.2024;10.05.2024;10.1016/j.nima.2024.169441;10.1016/j.nima.2024.169441;TRUE;Hybrid;Elsevier;Nuclear Inst. and Methods in Physics Research, A;0168-9002;;CC BY;
ETH Zurich;;30.01.2024;21.05.2024;10.1016/j.eswa.2024.124298;10.1016/j.eswa.2024.124298;TRUE;Hybrid;Elsevier;Expert Systems With Applications;0957-4174;;CC BY;
ETH Zurich;;28.02.2024;14.04.2024;10.1016/j.cbpa.2024.102463;10.1016/j.cbpa.2024.102463;TRUE;Hybrid;Elsevier;Current Opinion in Chemical Biology;1367-5931;;CC BY;
OST University of Applied Science of Eastern Switzerland;;17.01.2024;05.05.2024;10.1016/j.ijrefrig.2024.05.012;10.1016/j.ijrefrig.2024.05.012;TRUE;Hybrid;Society;International Journal of Refrigeration;0140-7007;;CC BY;
OST University of Applied Science of Eastern Switzerland;;17.01.2024;05.05.2024;10.1016/j.ijrefrig.2024.05.005;10.1016/j.ijrefrig.2024.05.005;TRUE;Hybrid;Society;International Journal of Refrigeration;0140-7007;;CC BY;
PSI - Paul Scherrer Institute;;29.02.2024;06.05.2024;10.1016/j.sbi.2024.102845;10.1016/j.sbi.2024.102845;TRUE;Hybrid;Elsevier;Current Opinion in Structural Biology;0959-440X;;CC BY-NC;
PSI - Paul Scherrer Institute;;01.02.2024;07.05.2024;10.1016/j.cemconres.2024.107543;10.1016/j.cemconres.2024.107543;TRUE;Hybrid;Elsevier;Cement and Concrete Research;0008-8846;;CC BY;
PSI - Paul Scherrer Institute;;25.01.2024;13.03.2024;10.1016/j.nme.2024.101638;10.1016/j.nme.2024.101638;FALSE;Full Open Access;Elsevier;Nuclear Materials and Energy;2352-1791;;CC BY;
St.Gallen University of Teacher Education;;05.01.2024;07.03.2024;10.1016/j.ijedro.2024.100346;10.1016/j.ijedro.2024.100346;FALSE;Full Open Access;Elsevier;International Journal of Educational Research Open;2666-3740;;CC BY;
Università della Svizzera italiana;;07.03.2024;20.04.2024;10.1016/j.cagd.2024.102310;10.1016/j.cagd.2024.102310;TRUE;Hybrid;Elsevier;Computer Aided Geometric Design;0167-8396;;CC BY-NC-ND;
University Hospital of Bern;;25.02.2024;04.04.2024;10.1016/S0140-6736(24)00702-5;10.1016/S0140-6736(24)00702-5;TRUE;Hybrid;Elsevier;The Lancet;0140-6736;;CC BY;
University Hospital of Bern;;29.01.2024;08.04.2024;10.1016/j.resuscitation.2024.110216;10.1016/j.resuscitation.2024.110216;TRUE;Hybrid;Elsevier;Resuscitation;0300-9572;;CC BY;
University Hospital of Bern;;21.01.2024;08.03.2024;10.1016/j.soncn.2024.151626;10.1016/j.soncn.2024.151626;TRUE;Hybrid;Elsevier;Seminars in Oncology Nursing;0749-2081;;CC BY;
University Hospital of Bern;;06.01.2024;28.03.2024;10.1016/j.eplepsyres.2024.107356;10.1016/j.eplepsyres.2024.107356;TRUE;Hybrid;Elsevier;Epilepsy Research;0920-1211;;CC BY;
University Hospital of Bern;;12.01.2024;12.01.2024;10.1016/j.otot.2024.01.013;10.1016/j.otot.2024.01.013;TRUE;Hybrid;Elsevier;Operative Techniques in Otolaryngology - Head and Neck Surgery;1043-1810;;CC BY;
University Hospital of Bern;;23.02.2024;08.04.2024;10.1016/j.mmcr.2024.100648;10.1016/j.mmcr.2024.100648;FALSE;Full Open Access;Society;Medical Mycology Case Reports;2211-7539;;CC BY;
University Hospital of Bern;;19.02.2024;25.05.2024;10.1016/j.nicl.2024.103624;10.1016/j.nicl.2024.103624;FALSE;Full Open Access;Elsevier;NeuroImage: Clinical;2213-1582;;CC BY;
University Hospital of Bern;;24.01.2024;19.02.2024;10.1016/j.ymgmr.2024.101066;10.1016/j.ymgmr.2024.101066;FALSE;Full Open Access;Elsevier;Molecular Genetics and Metabolism Reports;2214-4269;;CC BY;
University Hospital of Bern;;28.01.2024;31.03.2024;10.1016/j.hroo.2024.03.012;10.1016/j.hroo.2024.03.012;FALSE;Full Open Access;Society;Heart Rhythm O2;2666-5018;;CC BY;
University Hospital of Bern;;18.01.2024;03.05.2024;10.1016/j.phro.2024.100586;10.1016/j.phro.2024.100586;FALSE;Full Open Access;Society;Physics and Imaging in Radiation Oncology;2405-6316;;CC BY-NC-ND;
University of Applied Sciences and Arts Northwestern Switzerland;;25.01.2024;16.05.2024;10.1016/j.xphs.2024.05.020;10.1016/j.xphs.2024.05.020;TRUE;Hybrid;Society;Journal of Pharmaceutical Sciences;0022-3549;;CC BY;
University of Applied Sciences and Arts Northwestern Switzerland;;22.02.2024;18.04.2024;10.1016/j.ece.2024.04.003;10.1016/j.ece.2024.04.003;TRUE;Hybrid;Society;Education for Chemical Engineers;1749-7728;;CC BY;
University of Applied Sciences and Arts of Southern Switzerland;;15.01.2024;19.03.2024;10.1016/j.cirp.2024.03.002;10.1016/j.cirp.2024.03.002;TRUE;Hybrid;Society;CIRP Annals - Manufacturing Technology;0007-8506;;CC BY;
University of Applied Sciences and Arts of Southern Switzerland;;27.03.2024;23.05.2024;10.1016/j.actatropica.2024.107271;10.1016/j.actatropica.2024.107271;TRUE;Hybrid;Elsevier;Acta Tropica;0001-706X;;CC BY;
University of Applied Sciences and Arts of Southern Switzerland;;05.01.2024;14.04.2024;10.1016/j.microrel.2024.115399;10.1016/j.microrel.2024.115399;TRUE;Hybrid;Elsevier;Microelectronics Reliability;0026-2714;;CC BY;
University of Applied Sciences and Arts Western Switzerland;;07.02.2024;12.02.2024;10.1016/j.cdnut.2024.102105;10.1016/j.cdnut.2024.102105;FALSE;Full Open Access;Society;Current Developments in Nutrition;2475-2991;;CC BY-NC-ND;
University of Applied Sciences and Arts Western Switzerland;;01.03.2024;04.04.2024;10.1016/j.jtv.2024.04.002;10.1016/j.jtv.2024.04.002;TRUE;Hybrid;Society;Journal of Tissue Viability;0965-206X;;CC BY;
University of Applied Sciences and Arts Western Switzerland;;16.01.2024;21.03.2024;10.1016/j.ajog.2024.03.032;10.1016/j.ajog.2024.03.032;TRUE;Hybrid;Elsevier;American Journal of Obstetrics and Gynecology;0002-9378;;CC BY;
University of Basel;;12.01.2024;17.04.2024;10.1016/S2214-109X(24)00183-9;10.1016/S2214-109X(24)00183-9;FALSE;Full Open Access;Elsevier;The Lancet Global Health;2214-109X;;CC BY;
University of Basel;;26.02.2024;23.03.2024;10.1016/j.jchromb.2024.124104;10.1016/j.jchromb.2024.124104;TRUE;Hybrid;Elsevier;Journal of Chromatography B;1570-0232;;CC BY;
University of Basel;;14.02.2024;08.04.2024;10.1016/j.jchromb.2024.124123;10.1016/j.jchromb.2024.124123;TRUE;Hybrid;Elsevier;Journal of Chromatography B;1570-0232;;CC BY;
University of Basel;;08.01.2024;22.04.2024;10.1016/S2589-7500(24)00088-8;10.1016/S2589-7500(24)00088-8;FALSE;Full Open Access;Elsevier;The Lancet Digital Health;2589-7500;;CC BY;
University of Basel;;24.02.2024;04.04.2024;10.1016/j.hrthm.2024.04.044;10.1016/j.hrthm.2024.04.044;TRUE;Hybrid;Society;Heart Rhythm;1547-5271;;CC BY;
University of Basel;;11.02.2024;06.04.2024;10.1016/j.cca.2024.119668;10.1016/j.cca.2024.119668;TRUE;Hybrid;Elsevier;Clinica Chimica Acta;0009-8981;;CC BY;
University of Basel;;06.01.2024;08.02.2024;10.1016/j.jor.2024.02.004;10.1016/j.jor.2024.02.004;TRUE;Hybrid;Society;Journal of Orthopaedics;0972-978X;;CC BY;
University of Basel;;10.03.2024;17.04.2024;10.1016/j.carres.2024.109123;10.1016/j.carres.2024.109123;TRUE;Hybrid;Elsevier;Carbohydrate Research;0008-6215;;CC BY;
University of Basel;;16.01.2024;09.02.2024;10.1016/j.dib.2024.110198;10.1016/j.dib.2024.110198;FALSE;Full Open Access;Elsevier;Data in Brief;2352-3409;;CC BY;
University of Basel;;29.01.2024;12.05.2024;10.1016/j.jadr.2024.100804;10.1016/j.jadr.2024.100804;FALSE;Full Open Access;Elsevier;Journal of Affective Disorders Reports;2666-9153;;CC BY;
University of Basel;;12.02.2024;07.05.2024;10.1016/j.ydbio.2024.05.004;10.1016/j.ydbio.2024.05.004;TRUE;Hybrid;Elsevier;Developmental Biology;0012-1606;;CC BY-NC;
University of Basel;;19.01.2024;26.03.2024;10.1016/j.bcp.2024.116176;10.1016/j.bcp.2024.116176;TRUE;Hybrid;Elsevier;Biochemical Pharmacology;0006-2952;;CC BY;
University of Basel;;22.02.2024;29.03.2024;10.1016/j.scitotenv.2024.172124;10.1016/j.scitotenv.2024.172124;TRUE;Hybrid;Elsevier;Science of the Total Environment;0048-9697;;CC BY;
University of Basel;;18.01.2024;25.04.2024;10.1016/j.taap.2024.116945;10.1016/j.taap.2024.116945;TRUE;Hybrid;Elsevier;Toxicology and Applied Pharmacology;0041-008X;;CC BY;
University of Basel;;09.03.2024;25.04.2024;10.1016/j.ejmech.2024.116455;10.1016/j.ejmech.2024.116455;TRUE;Hybrid;Elsevier;European Journal of Medicinal Chemistry;0223-5234;;CC BY;
University of Basel;;29.02.2024;17.04.2024;10.1016/j.cbpa.2024.102464;10.1016/j.cbpa.2024.102464;TRUE;Hybrid;Elsevier;Current Opinion in Chemical Biology;1367-5931;;CC BY;
University of Basel;;25.02.2024;03.05.2024;10.1016/j.atherosclerosis.2024.117577;10.1016/j.atherosclerosis.2024.117577;TRUE;Hybrid;Elsevier;Atherosclerosis;0021-9150;;CC BY;
University of Bern;;01.01.2024;29.01.2024;10.1016/j.jdent.2024.104870;10.1016/j.jdent.2024.104870;TRUE;Hybrid;Elsevier;Journal of Dentistry;0300-5712;;CC BY;
University of Bern;;17.01.2024;02.04.2024;10.1016/j.jdent.2024.104987;10.1016/j.jdent.2024.104987;TRUE;Hybrid;Elsevier;Journal of Dentistry;0300-5712;;CC BY;
University of Bern;;14.02.2024;01.05.2024;10.1016/j.vetmic.2024.110102;10.1016/j.vetmic.2024.110102;TRUE;Hybrid;Elsevier;Veterinary Microbiology;0378-1135;;CC BY;
University of Bern;;26.03.2024;12.04.2024;10.1016/j.icarus.2024.116088;10.1016/j.icarus.2024.116088;TRUE;Hybrid;Elsevier;Icarus;0019-1035;;CC BY;
University of Bern;;25.02.2024;07.04.2024;10.1016/j.identj.2024.04.013;10.1016/j.identj.2024.04.013;FALSE;Full Open Access;Society;International Dental Journal;0020-6539;;CC BY;
University of Bern;;19.01.2024;28.02.2024;10.3168/jds.2024-24692;10.3168/jds.2024-24692;FALSE;Full Open Access;Society;Journal of Dairy Science;0022-0302;;CC BY;
