institution;period;euro;doi;is_hybrid
Charité – Universitätsmedizin Berlin;2022;3300,82;10.1038/s41537-021-00192-x;FALSE
Charité – Universitätsmedizin Berlin;2022;1461,47;10.1186/s41747-021-00256-8;FALSE
Charité – Universitätsmedizin Berlin;2022;5390,70;10.1038/s41467-021-27704-8;FALSE
Charité – Universitätsmedizin Berlin;2022;1763,72;10.1186/s13643-021-01872-6;FALSE
Charité – Universitätsmedizin Berlin;2022;2138,14;10.1186/s12889-021-12443-8;FALSE
Charité – Universitätsmedizin Berlin;2022;1933,69;10.1038/s41598-022-04811-0;FALSE
Charité – Universitätsmedizin Berlin;2022;1989,68;10.1186/s12877-021-02739-0;FALSE
Charité – Universitätsmedizin Berlin;2022;1960,79;10.1186/s13223-021-00644-0;FALSE
Charité – Universitätsmedizin Berlin;2022;1894,48;10.1186/s13018-021-02813-8;FALSE
Charité – Universitätsmedizin Berlin;2022;1960,79;10.1186/s40001-021-00630-7;FALSE
Charité – Universitätsmedizin Berlin;2022;1825,45;10.1186/s12912-022-00807-3;FALSE
Charité – Universitätsmedizin Berlin;2022;2001,37;10.1038/s41598-022-05341-5;FALSE
Charité – Universitätsmedizin Berlin;2022;2001,37;10.1038/s41598-022-05878-5;FALSE
Charité – Universitätsmedizin Berlin;2022;2256,38;10.1186/s13756-022-01056-4;FALSE
Charité – Universitätsmedizin Berlin;2022;1960,79;10.1186/s12880-022-00735-3;FALSE
Charité – Universitätsmedizin Berlin;2022;2733,08;10.1186/s13054-022-03894-5;FALSE
Charité – Universitätsmedizin Berlin;2022;1960,79;10.1186/s13018-022-02945-5;FALSE
Charité – Universitätsmedizin Berlin;2022;2733,08;10.1186/s13054-022-03902-8;FALSE
Charité – Universitätsmedizin Berlin;2022;2001,37;10.1038/s41598-022-06077-y;FALSE
Charité – Universitätsmedizin Berlin;2022;2059,32;10.1186/s12877-022-02781-6;FALSE
Charité – Universitätsmedizin Berlin;2022;1271,06;10.1186/s41927-022-00245-3;FALSE
