institution,period,euro,doi,is_hybrid,opt-out
Charité - Universitätsmedizin Berlin,2019,"4331,07",10.1002/ijgo.13099,TRUE,FALSE
Charité - Universitätsmedizin Berlin,2019,"4331,07",10.1111/srt.12800,TRUE,FALSE
Charité - Universitätsmedizin Berlin,2019,"4331,07",10.1002/ajmg.a.61419,TRUE,FALSE
Charité - Universitätsmedizin Berlin,2019,"4331,07",10.1111/exd.14007,TRUE,FALSE
Charité - Universitätsmedizin Berlin,2019,"4331,07",10.1111/joim.12985,TRUE,FALSE
Charité - Universitätsmedizin Berlin,2019,"4331,07",10.1111/imm.13138,TRUE,FALSE
Charité - Universitätsmedizin Berlin,2019,"4331,07",10.1111/ddg.14013,TRUE,FALSE
Charité - Universitätsmedizin Berlin,2019,"4331,07",10.1111/all.14015,TRUE,FALSE
Charité - Universitätsmedizin Berlin,2019,"4331,07",10.1002/term.2948,TRUE,FALSE
Charité - Universitätsmedizin Berlin,2019,"4331,07",10.1111/acer.14211,TRUE,FALSE
Charité - Universitätsmedizin Berlin,2019,"4331,07",10.1002/jmv.25583,TRUE,FALSE
Charité - Universitätsmedizin Berlin,2019,"4331,07",10.1111/adb.12841,TRUE,FALSE
Charité - Universitätsmedizin Berlin,2019,"4331,07",10.1002/mrm.28095,TRUE,FALSE
Charité - Universitätsmedizin Berlin,2019,"4331,07",10.1111/hsc.12899,TRUE,FALSE
Charité - Universitätsmedizin Berlin,2019,"4331,07",10.1002/mrm.28127,TRUE,FALSE
Charité - Universitätsmedizin Berlin,2019,"4331,07",10.1002/ejhf.1667,TRUE,FALSE
Charité - Universitätsmedizin Berlin,2019,"4331,07",10.1002/hep.30925,TRUE,FALSE
Charité - Universitätsmedizin Berlin,2019,"4331,07",10.1002/acr.24051,TRUE,FALSE
Charité - Universitätsmedizin Berlin,2019,"4331,07",10.1002/cpt.1637,TRUE,FALSE
Charité - Universitätsmedizin Berlin,2019,"4331,07",10.1002/pbc.28127,TRUE,FALSE
Charité - Universitätsmedizin Berlin,2019,"4331,07",10.1111/ahg.12343,TRUE,FALSE
Charité - Universitätsmedizin Berlin,2019,"4331,07",10.1111/tbed.13333,TRUE,FALSE
Charité - Universitätsmedizin Berlin,2019,"4331,07",10.1002/uog.21869,TRUE,FALSE
Charité - Universitätsmedizin Berlin,2019,"4331,07",10.1111/psyp.13463,TRUE,FALSE
Charité - Universitätsmedizin Berlin,2019,"4331,07",10.1002/ijc.32572,TRUE,FALSE
Charité - Universitätsmedizin Berlin,2019,"4331,07",10.1002/hep.31108,TRUE,FALSE
Charité - Universitätsmedizin Berlin,2019,"4331,07",10.1111/tri.13489,TRUE,FALSE
Charité - Universitätsmedizin Berlin,2019,"4331,07",10.1111/bpa.12772,TRUE,FALSE
Charité - Universitätsmedizin Berlin,2019,"4331,07",10.1111/bjh.16389,TRUE,FALSE
Charité - Universitätsmedizin Berlin,2019,"4331,07",10.1111/tri.13551,TRUE,FALSE
Charité - Universitätsmedizin Berlin,2019,"4331,07",10.1111/trf.15591,TRUE,FALSE
Charité - Universitätsmedizin Berlin,2019,"4331,07",10.1111/all.14153,TRUE,FALSE
Charité - Universitätsmedizin Berlin,2019,"4331,07",10.1111/bph.14810,TRUE,FALSE
Charité - Universitätsmedizin Berlin,2019,"4331,07",10.1002/cncr.32511,TRUE,FALSE
