institution,period,euro,doi,is_hybrid,opt_out
Charité – Universitätsmedizin Berlin,2020,"1400,27",10.1007/s00393-020-00921-0,TRUE,FALSE
Charité – Universitätsmedizin Berlin,2020,"1400,27",10.1007/s00330-020-06859-w,TRUE,FALSE
Charité – Universitätsmedizin Berlin,2020,"1400,27",10.1007/s12311-020-01122-w,TRUE,FALSE
Charité – Universitätsmedizin Berlin,2020,"1400,27",10.1007/s00278-020-00421-1,TRUE,FALSE
Charité – Universitätsmedizin Berlin,2020,"1400,27",10.1007/s12671-020-01447-x,TRUE,FALSE
Charité – Universitätsmedizin Berlin,2020,"1400,27",10.1007/s00701-020-04437-z,TRUE,FALSE
Charité – Universitätsmedizin Berlin,2020,"1400,27",10.1007/s00441-020-03172-2,TRUE,FALSE
Charité – Universitätsmedizin Berlin,2020,"1400,27",10.1007/s00701-020-04361-2,TRUE,FALSE
Charité – Universitätsmedizin Berlin,2020,"1400,27",10.1007/s00701-020-04284-y,TRUE,FALSE
Charité – Universitätsmedizin Berlin,2020,"1400,27",10.1007/s11307-020-01563-z,TRUE,FALSE
Charité – Universitätsmedizin Berlin,2020,"1400,27",10.1245/s10434-020-09280-1,TRUE,FALSE
Charité – Universitätsmedizin Berlin,2020,"1400,27",10.1007/s00330-020-06808-7,TRUE,FALSE
Charité – Universitätsmedizin Berlin,2020,"1400,27",10.1007/s12265-020-09983-6,TRUE,FALSE
Charité – Universitätsmedizin Berlin,2020,"1400,27",10.1245/s10434-020-09325-5,TRUE,FALSE
Charité – Universitätsmedizin Berlin,2020,"1400,27",10.1007/s00106-020-00903-3,TRUE,FALSE
Charité – Universitätsmedizin Berlin,2020,"1400,27",10.1007/s00784-020-03334-0,TRUE,FALSE
Charité – Universitätsmedizin Berlin,2020,"1400,27",10.1007/s00701-020-04359-w,TRUE,FALSE
Charité – Universitätsmedizin Berlin,2020,"1400,27",10.1007/s00347-020-01042-4,TRUE,FALSE
Charité – Universitätsmedizin Berlin,2020,"1400,27",10.1007/s10903-019-00968-5,TRUE,FALSE
Charité – Universitätsmedizin Berlin,2020,"1400,27",10.1007/s00106-019-00798-9,TRUE,FALSE
Charité – Universitätsmedizin Berlin,2020,"1400,27",10.1007/s00784-020-03431-0,TRUE,FALSE
Charité – Universitätsmedizin Berlin,2020,"1400,27",10.1007/s40629-020-00125-7,TRUE,FALSE
Charité – Universitätsmedizin Berlin,2020,"1400,27",10.1007/s00115-020-00876-2,TRUE,FALSE
Charité – Universitätsmedizin Berlin,2020,"1400,27",10.1007/s00423-019-01850-6,TRUE,FALSE
Charité – Universitätsmedizin Berlin,2020,"1400,27",10.1007/s40629-020-00128-4,TRUE,FALSE
Charité – Universitätsmedizin Berlin,2020,"1400,27",10.1007/s00103-020-03162-3,TRUE,FALSE
Charité – Universitätsmedizin Berlin,2020,"1400,27",10.1007/s10049-020-00726-3,TRUE,FALSE
Charité – Universitätsmedizin Berlin,2020,"1400,27",10.1007/s00393-020-00925-w,TRUE,FALSE
