institution,period,euro,doi,is_hybrid
Charité - Universitätsmedizin Berlin,2019,"1146,21",10.14814/phy2.14332,FALSE
Charité - Universitätsmedizin Berlin,2019,"2713,2",10.1002/ehf2.12583,FALSE
Charité - Universitätsmedizin Berlin,2019,1904,10.1002/ehf2.12605,FALSE
Charité - Universitätsmedizin Berlin,2019,"3141,6",10.15252/emmm.201910698,FALSE
Charité - Universitätsmedizin Berlin,2019,2380,10.1002/ehf2.12606,FALSE
Charité - Universitätsmedizin Berlin,2019,"1146,21",10.14814/phy2.14275,FALSE
Charité - Universitätsmedizin Berlin,2019,"3963,18",10.1002/advs.201901198,FALSE
Charité - Universitätsmedizin Berlin,2019,"2575,16",10.1002/1878-0261.12582,FALSE
Charité - Universitätsmedizin Berlin,2019,"2475,2",10.1002/jcsm.12491,FALSE
Charité - Universitätsmedizin Berlin,2019,"1386,35",10.1111/cpr.12604,FALSE
Charité - Universitätsmedizin Berlin,2019,"2100,11",10.1161/JAHA.119.012531,FALSE
Charité - Universitätsmedizin Berlin,2019,"856,8",10.1002/rcr2.423,FALSE
Charité - Universitätsmedizin Berlin,2019,"1570,8",10.1111/cas.14077,FALSE
Charité - Universitätsmedizin Berlin,2019,"2475,2",10.1002/jcsm.12428,FALSE
Charité - Universitätsmedizin Berlin,2019,"1147,16",10.14814/phy2.14165,FALSE
Charité - Universitätsmedizin Berlin,2019,"1527,01",10.1161/JAHA.119.012665,FALSE
Charité - Universitätsmedizin Berlin,2019,"1147,16",10.14814/phy2.14040,FALSE
Charité - Universitätsmedizin Berlin,2019,"1563,18",10.1002/brb3.1271,FALSE
Charité - Universitätsmedizin Berlin,2019,"1527,01",10.1161/JAHA.118.011729,FALSE
Charité - Universitätsmedizin Berlin,2019,"2475,2",10.1002/jcsm.12416,FALSE
Charité - Universitätsmedizin Berlin,2019,"1581,51",10.1002/cam4.2219,FALSE
Charité - Universitätsmedizin Berlin,2019,"1523,2",10.1002/nop2.351,FALSE
Charité - Universitätsmedizin Berlin,2019,"1246,17",10.1002/mgg3.615,FALSE
Charité - Universitätsmedizin Berlin,2019,"1527,01",10.1161/JAHA.118.010090,FALSE
Charité - Universitätsmedizin Berlin,2019,"3963,18",10.1002/advs.201801780,FALSE
