institution,period,euro,doi,is_hybrid
Charité – Universitätsmedizin Berlin,2021,2065.84,10.1186/s12968-020-00686-0,FALSE
Charité – Universitätsmedizin Berlin,2021,2084.88,10.1186/s12969-021-00522-4,FALSE
Charité – Universitätsmedizin Berlin,2021,2928.00,10.1038/s41526-020-00129-1,FALSE
Charité – Universitätsmedizin Berlin,2021,1411.82,10.1186/s41747-020-00200-2,FALSE
Charité – Universitätsmedizin Berlin,2021,2065.84,10.1186/s13049-020-00822-w,FALSE
Charité – Universitätsmedizin Berlin,2021,1837.00,10.1038/s41598-020-80016-7,FALSE
Charité – Universitätsmedizin Berlin,2021,1837.00,10.1038/s41598-020-80408-9,FALSE
Charité – Universitätsmedizin Berlin,2021,2084.88,10.1186/s13293-020-00351-2,FALSE
Charité – Universitätsmedizin Berlin,2021,1291.15,10.1038/s41392-021-00480-z,FALSE
Charité – Universitätsmedizin Berlin,2021,2446.64,10.1186/s12933-020-01208-z,FALSE
Charité – Universitätsmedizin Berlin,2021,1894.48,10.1186/s12904-020-00702-1,FALSE
Charité – Universitätsmedizin Berlin,2021,1894.48,10.1186/s40001-020-00478-3,FALSE
Charité – Universitätsmedizin Berlin,2021,2065.84,10.1186/s12889-020-10134-4,FALSE
Charité – Universitätsmedizin Berlin,2021,1837.00,10.1038/s41598-021-81084-z,FALSE
Charité – Universitätsmedizin Berlin,2021,2446.64,10.1186/s13195-020-00759-3,FALSE
Charité – Universitätsmedizin Berlin,2021,1837.00,10.1038/s41598-021-81440-z,FALSE
Charité – Universitätsmedizin Berlin,2021,1608.88,10.1186/s40634-021-00326-1,FALSE
Charité – Universitätsmedizin Berlin,2021,1837.00,10.1038/s41598-021-81728-0,FALSE
Charité – Universitätsmedizin Berlin,2021,2345.06,10.1186/s12974-021-02085-3,FALSE
Charité – Universitätsmedizin Berlin,2021,1837.00,10.1038/s41598-021-81690-x,FALSE
Charité – Universitätsmedizin Berlin,2021,1704.08,10.1186/s40479-021-00145-x,FALSE
Charité – Universitätsmedizin Berlin,2021,1942.08,10.1186/s12906-021-03216-2,FALSE
Charité – Universitätsmedizin Berlin,2021,1719.38,10.1186/s13244-021-00969-9,FALSE
Charité – Universitätsmedizin Berlin,2021,2084.88,10.1186/s13014-021-01757-x,FALSE
Charité – Universitätsmedizin Berlin,2021,1837.00,10.1038/s41598-021-82359-1,FALSE
Charité – Universitätsmedizin Berlin,2021,1894.48,10.1186/s12880-021-00552-0,FALSE
Charité – Universitätsmedizin Berlin,2021,3438.77,10.1186/s13073-021-00835-9,FALSE
Charité – Universitätsmedizin Berlin,2021,1837.00,10.1038/s41598-021-82862-5,FALSE
Charité – Universitätsmedizin Berlin,2021,2138.14,10.1186/s12889-021-10349-z,FALSE
Charité – Universitätsmedizin Berlin,2021,1960.79,10.1186/s13223-021-00520-x,FALSE
Charité – Universitätsmedizin Berlin,2021,3451.00,10.1038/s41467-021-21662-x,FALSE
Charité – Universitätsmedizin Berlin,2021,1894.48,10.1186/s12883-021-02092-0,FALSE
Charité – Universitätsmedizin Berlin,2021,1763.72,10.1186/s13063-021-05110-1,FALSE
Charité – Universitätsmedizin Berlin,2021,1837.00,10.1038/s41598-021-83853-2,FALSE
Charité – Universitätsmedizin Berlin,2021,1837.00,10.1038/s41598-021-83989-1,FALSE
Charité – Universitätsmedizin Berlin,2021,1842.55,10.1186/s13690-021-00546-y,FALSE
Charité – Universitätsmedizin Berlin,2021,1837.00,10.1038/s41598-021-84919-x,FALSE
Charité – Universitätsmedizin Berlin,2021,1894.48,10.1186/s12891-021-04118-7,FALSE
Charité – Universitätsmedizin Berlin,2021,3451.00,10.1038/s41467-021-21994-8,FALSE
Charité – Universitätsmedizin Berlin,2021,1989.68,10.1186/s12877-021-02118-9,FALSE
Charité – Universitätsmedizin Berlin,2021,1837.00,10.1038/s41598-021-85303-5,FALSE
Charité – Universitätsmedizin Berlin,2021,2084.88,10.1186/s13014-021-01779-5,FALSE
Charité – Universitätsmedizin Berlin,2021,1837.00,10.1038/s41598-021-85454-5,FALSE
Charité – Universitätsmedizin Berlin,2021,2370.48,10.1186/s12967-021-02774-w,FALSE
Charité – Universitätsmedizin Berlin,2021,1837.00,10.1038/s41598-021-85494-x,FALSE
Charité – Universitätsmedizin Berlin,2021,3451.00,10.1038/s41398-021-01304-y,FALSE
Charité – Universitätsmedizin Berlin,2021,2256.38,10.1186/s13613-021-00833-5,FALSE
Charité – Universitätsmedizin Berlin,2021,1251.36,10.1186/s13104-021-05517-8,FALSE
Charité – Universitätsmedizin Berlin,2021,1989.68,10.1186/s12893-021-01130-5,FALSE
Charité – Universitätsmedizin Berlin,2021,1960.79,10.1186/s13033-021-00447-1,FALSE
Charité – Universitätsmedizin Berlin,2021,1894.48,10.1186/s12891-021-04170-3,FALSE
Charité – Universitätsmedizin Berlin,2021,2256.38,10.1186/s12951-021-00830-7,FALSE
Charité – Universitätsmedizin Berlin,2021,1989.68,10.1186/s12893-021-01142-1,FALSE
